homeownership_rate,median_gross_rent,rent_burden_rate,vacancy_rate,poverty_rate,gini_index,median_household_income,childhood_poverty_rate,labor_force_participation_rate,youth_unemployment_rate,hs_or_higher_rate,bachelors_or_higher_rate
-0.9845473473344711,-1.004305278995498,0.809149075050829,2.1441034732793116,1.4246258197492028,1.596887262393308,-1.3394019332759168,0.4301681594142093,-1.4315768656838503,-0.18705799194475303,0.14659436646903704,-0.3718418635207603
-0.07323319952248553,-1.3316769950037635,-0.7016554633304275,0.5888858628583061,0.8784917837837777,0.4631251804346892,-0.9524546131947047,1.3638893452182712,-1.1754663445040712,0.2036182557764724,-0.05982356782111393,-0.5995539085664862
0.23112400892463741,-0.7810972908080445,-0.6614281074177915,0.2000675234321188,-0.08171323155109306,0.3555746272054137,-0.2015433683268319,-0.06347433249968283,-0.3160675506488128,-0.2961562684582381,0.5670949988692383,0.8279676652982252
-0.29554059789503395,-1.1127205875436899,-0.35579920769807866,1.4309521973869084,0.14800759379472175,1.146519320745714,-1.1306260650243662,0.7946906468507705,-0.9541413371045238,-0.473178642402966,0.5959653842991525,-0.06127725156263686
-0.15536454179456963,-1.172242717727011,-0.47826960874460367,1.200571115018204,0.8397437973299313,0.2592272566041866,-0.844075670636455,1.6094227699913053,-1.1817446599389059,-0.11464452272580598,0.2965833182886953,-0.20737543932839592
-1.2869064005439022,-1.2721548648204424,1.6815741188963647,1.7627454827600617,2.7069834399873707,2.1323993920140794,-1.4082317872470331,2.578712746493426,-1.5494183833977868,7.907791586797062,0.498390259049337,0.19516882474373368
0.5708777570731938,-0.21351126370280513,-1.114488736022455,0.45394085714908394,-0.9124816718389152,-0.06566503960925077,0.6455130746580374,-0.35244515315131275,0.9606018212169013,0.05279887441771146,0.8223351071414818,0.28090205925066974
0.4275571138101399,0.7005785926839099,-0.1732839777349106,-0.6766561300555851,-0.3762391105684487,-1.6385918805874151,0.324266978821982,-0.6417927471183613,0.6623710846902219,-0.7678791391515656,-0.5662401305344618,-1.1836626159634758
1.1245723810570576,-0.0009322273338016531,0.960621771770388,-0.020307477455290275,-1.111584043469338,-0.585492713550752,0.05656858406485455,-1.2143422744390961,-0.8188373206954548,-0.7678791391515656,0.7874961506370564,0.23784945834042306
1.0255574498143367,0.8493839181422123,-1.444047247657289,-0.7929625335710054,-0.8458729739286062,-0.9932885612117585,1.0849652192428574,-0.005360152650548747,0.9631778183247663,0.5263797623677842,0.7268488751764174,0.8880594225337304
1.2373792544506215,1.2894225234260495,-1.1073878883318544,-1.065110923169675,-1.5691303071720464,-1.517597508204479,1.7689318101026923,-0.9258311325442945,1.4359274267820104,0.5215461762853272,1.3264452756354126,0.8803405690795633
