homeownership_rate,median_gross_rent,rent_burden_rate,vacancy_rate,poverty_rate,gini_index,median_household_income,childhood_poverty_rate,labor_force_participation_rate,youth_unemployment_rate,hs_or_higher_rate,bachelors_or_higher_rate
0.6717226723336432,2258,0.33306360252468037,0.030217940130867125,0.12084402279653575,0.4489,91256,0.0006714991649305257,0.6411321236902632,0.008520179372197309,0.839882989979461,0.272322150992718
0.7428421526008094,1530,0.3829787234042553,0.01712770267781502,0.11218051545289275,0.4094,77159,0.0022323815634691475,0.5414087334783336,0.0,0.8974981291588293,0.2121230507857533
0.4826089272397997,1582,0.3243938847995058,0.08038207200587803,0.12281945352044038,0.4625,89781,0.0039319060329837075,0.6404801472305008,0.0,0.9145106514356283,0.39820932386539054
0.5993989033427398,1431,0.2828398526239429,0.04254898515068974,0.17302181035472672,0.4425,79355,0.007871957312589023,0.6298176594459589,0.00951739152972889,0.8148052763313561,0.22157613900670406
0.5337942036692369,1732,0.16949925858332382,0.03081997629232593,0.1189090377303305,0.3993,78662,0.0,0.6297077864015165,0.0,0.7109838801681702,0.1683392136564342
0.41272696128811237,1829,0.27205775120315007,0.0157218124341412,0.0900076482348679,0.4067,76296,0.0,0.6886140946685949,0.0,0.8401167952334918,0.20928443190561682
0.40871496088657105,2083,0.28568475452196385,0.08773625229980114,0.17701229434949065,0.5422,98086,0.0,0.6253418582304678,0.012351880854584675,0.9551155387233108,0.7552280586201219
0.5693737645623922,2099,0.24445746654946773,0.04217692555591363,0.060443661368669625,0.377,115247,0.0020433383499125156,0.7119308781175318,0.0,0.8300106232294617,0.3193342776203966
0.4203522414311833,2111,0.35251137906252494,0.06295541290770298,0.12313990639686556,0.48,91926,0.002608772118381584,0.6156892998192265,0.0,0.9051665923424859,0.4581002739376951
0.6474688607016341,2823,0.29562398703403564,0.05741059887979319,0.0608538611572636,0.4183,111847,0.0019359965325435238,0.5906343643658896,0.0,0.9256878968635751,0.441966519145661
0.5285004195984765,1631,0.2711527929901424,0.047703940493022685,0.10199068078345505,0.4561,86754,0.0014152391887742159,0.6201172332942556,0.0,0.9099298177382573,0.357063305460781
0.7021299796452457,2014,0.21427699816961562,0.03995533377534285,0.12115952283556843,0.4509,100041,0.0027086488817149616,0.5887850467289719,0.0006079027355623101,0.8430828220858896,0.27748466257668714
0.403546419697312,1515,0.36576405983715204,0.06326703343207787,0.23743076593531015,0.4786,61464,0.003427277456470516,0.6751491650221007,0.0068887711321174,0.9410528833014484,0.3843604810057393
0.6582047579235388,2364,0.16177451634422949,0.03724571930338065,0.046777744253355236,0.3554,104185,0.0,0.6690661451615141,0.0025705342150542094,0.8533335461015543,0.3008489452015447
0.6995832652394182,3196,0.32340541275669793,0.026218420529142628,0.07549371750152362,0.4105,127294,0.0017635083442472024,0.649260709022044,0.0,0.9376306423365911,0.45424928911737567
0.5925320064978586,2178,0.28403356658953416,0.059710101581943835,0.05976056307145833,0.4165,106623,0.001081705293778002,0.6722280136688529,0.011091717025611783,0.8605743783388538,0.3406217429976154
0.6199220114072866,1789,0.285123650562744,0.0287167891464104,0.06416693913774581,0.3496,81123,0.002393853052454575,0.6477664938569704,0.0,0.9046964417021004,0.2165989961315899
0.6241797529076345,1839,0.3036907700644229,0.015087695839183436,0.07616301361109336,0.4265,88828,0.005583423860949581,0.6250361499983933,0.0040614182403948314,0.9424326007651926,0.3779187268821578
0.5580244807438052,1637,0.3325291903888835,0.03893921383776694,0.2029846469233228,0.4431,69965,0.0073183366214414035,0.6382508960573476,0.009569163035176782,0.6687534683684795,0.08559933407325195
0.6189891635624788,2194,0.3016331518720142,0.03705213386051441,0.08636299976108681,0.4056,100442,0.0012357578903141296,0.669295567335329,0.002734148624752961,0.8818089921198337,0.3863234314333632
0.6559577382117002,2270,0.29771383075523206,0.026457646812320233,0.11178575913600401,0.3998,104871,0.0030830089162375987,0.6816336315899372,0.011107329248922168,0.8675945852781427,0.3256752098530796
0.38546390778533635,2458,0.26709459199754004,0.06111948904461989,0.08991934361106728,0.4388,101433,0.000900307218236326,0.7474729756397044,0.0,0.8606776180698152,0.4782982546201232
0.6186438120529921,2392,0.302207802484767,0.1164173532784044,0.086864727809037,0.4404,104079,0.0008586465709696645,0.6636742364208572,0.0,0.8961771759063337,0.38239782505546366
0.5313396271510517,1845,0.28329189774972907,0.022287133050971228,0.07461982461982462,0.4087,96699,0.0014615014615014614,0.6602623544046138,0.0041105040505592,0.8351410258063684,0.24765601826177794
0.3402834839769926,1437,0.22310446831698583,0.06192189105858171,0.15579221416241404,0.4363,69891,0.006244517181855055,0.6298677927873887,0.003028456058816807,0.5709828393135725,0.10458196105622003
0.3937781925649401,1898,0.42772104479909684,0.0723211451328966,0.20312267657992564,0.4515,67773,0.012510532837670384,0.6068428365648144,0.02209851906312362,0.8223348699021394,0.1965480803099683
0.7438697712754997,2243,0.267022599283259,0.023434069954631934,0.06786916003347958,0.4004,119330,0.0020503429409220366,0.6494379241051926,0.015583134340071077,0.9094832774481988,0.3964405468145473
0.4093266016237975,1673,0.30158821830782556,0.042182649893808204,0.2032153777241124,0.4408,64991,0.010292714277367714,0.6120288576573093,0.008885203174979268,0.6369085129325435,0.17870296461230378
