NAME,state,place,cluster_gmm,cluster_kmeans,GMM_p_k0,GMM_p_k1,GMM_p_k2,GMM_p_k3,GMM_p_k4,GMM_p_k5
"Waterbury city, Connecticut",9,80000,4,5,2.023846402960211e-08,2.5588638699935104e-12,2.0503347242060515e-27,2.1603470251963917e-10,0.999999979542942,1.2576202444773292e-38
"Wilmington city, Delaware",10,77580,4,3,5.153199340628655e-09,1.0807896738324311e-13,9.317780554839077e-13,2.201523392550995e-07,0.9999997746934218,5.245622048351307e-58
"Washington city, District of Columbia",11,50000,1,2,0.009267655464421341,0.9907323106621766,3.387340223168669e-08,6.3276358379006695e-22,0.0,3.7622234725382423e-48
"Boca Raton city, Florida",12,7300,1,2,1.65739319866436e-17,1.0,6.413624359559611e-16,1.1696328002934522e-45,0.0,8.514310420010811e-137
"Boynton Beach city, Florida",12,7875,4,4,9.3996020087268e-23,1.5296021074248879e-06,3.1733130175477194e-26,6.304995282101446e-24,0.999998470397892,2.8157e-320
"Brandon CDP, Florida",12,8150,0,4,0.9409844805147632,0.006266684347201749,0.05274588989270631,2.945245329002019e-06,0.0,1.895110888222507e-30
"Cape Coral city, Florida",12,10275,1,4,4.4621995544679615e-21,0.9999999999999893,1.3295562413483747e-21,1.0461698472068656e-14,0.0,0.0
"Clearwater city, Florida",12,12875,4,2,8.298365045378579e-16,0.003371668815131898,2.5754395986856074e-11,5.073237027865984e-05,0.9965775987888347,6.212434564479326e-75
"Coral Springs city, Florida",12,14400,2,4,0.4607194633211779,4.055876359119888e-06,0.5392764808024624,1.4773294205182279e-18,0.0,1.1280131377869261e-66
"Davie town, Florida",12,16475,4,2,3.633161103597189e-09,0.0011927477737353313,2.114221255620234e-10,3.209006103253937e-20,0.9988072483816814,1.381669799321796e-133
"Daytona Beach city, Florida",12,16525,4,5,6.216750433551454e-24,2.0721704868997358e-22,1.4666840639240632e-15,1.9784336222013314e-07,0.999999802156637,4.0843143251357907e-171
"Deerfield Beach city, Florida",12,16725,4,2,7.526353749611475e-19,0.0017363732130445287,8.225647381440307e-18,4.751576624726057e-13,0.9982636267864807,3.2791894570504e-144
"Delray Beach city, Florida",12,17100,4,2,1.9776538614937204e-20,5.168268316197277e-10,8.358558427976039e-19,6.355833995147025e-19,0.9999999994831725,0.0
"Deltona city, Florida",12,17200,4,4,1.3219845876199253e-07,1.2676200650858237e-08,2.3233380825581583e-10,2.611173604322355e-25,0.9999998548930068,1.099397112318838e-173
"Doral city, Florida",12,17935,4,0,1.036623417597503e-14,1.0125997630614101e-16,1.9710414767934906e-19,2.4887730929691738e-28,0.9999999999999893,5.8378540400896845e-86
"Fort Lauderdale city, Florida",12,24000,1,2,2.233948059439164e-21,0.9999999999980034,5.889819992191534e-21,1.995739348258111e-12,0.0,8.936793790199952e-90
"Fort Myers city, Florida",12,24125,1,5,1.604544993297146e-13,0.999598049746186,3.0643661267047017e-19,0.00040195025364982005,0.0,3.005382534529246e-15
"Hialeah city, Florida",12,30000,0,1,0.999999999944265,1.3103450298512386e-19,1.3596791116912543e-15,4.000815014373625e-12,0.0,5.173106912633857e-11
"Hollywood city, Florida",12,32000,1,2,0.00011588605441423409,0.9998824733500352,5.896418700487012e-09,1.6346991319568564e-06,0.0,6.674277903500448e-80
"Homestead city, Florida",12,32275,4,1,7.710653764755257e-06,8.766494007509915e-20,4.013964182562856e-37,3.815665996048797e-19,0.9999922893462346,1.5256003276988425e-80
"Jacksonville city, Florida",12,35000,1,3,0.13482763982005852,0.796829380409021,0.01819265556459785,0.050150324206322934,0.0,5.782514536043788e-71
"Kendall CDP, Florida",12,36100,4,0,1.672151896509551e-07,4.7189265022322026e-17,0.0014950799632123197,7.044622271189216e-17,0.9985047528215982,0.0
"Kissimmee city, Florida",12,36950,4,3,8.302060921480479e-08,5.200283870497527e-12,2.9771403975637055e-10,2.427285672433284e-10,0.9999999164337473,5.675617668797782e-19
"Lakeland city, Florida",12,38250,1,3,8.790310655951763e-05,0.5528250765539711,0.00034836852508333195,0.44673865181438593,0.0,1.9389513575218645e-58
"Largo city, Florida",12,39425,4,3,1.864334265366962e-29,0.00032698858109149107,3.4678287052131077e-26,6.898212518703453e-07,0.9996723215976566,4.114037872641574e-259
"Lauderhill city, Florida",12,39550,4,1,7.23459872457036e-08,6.827068776133653e-13,3.9336559897224697e-19,2.547045144541697e-21,0.9999999276532021,1.2721492888769732e-13
"Lehigh Acres CDP, Florida",12,39925,4,1,7.949198836203653e-10,1.6385786274067006e-15,2.9363905373504663e-52,2.938474443854283e-17,0.9999999992050785,2.11202714847633e-87
"Melbourne city, Florida",12,43975,1,3,0.012474376368361776,0.9871962386684752,0.00029418512294108963,3.5199840222872824e-05,0.0,1.8966121131986752e-47
"Miami city, Florida",12,45000,1,2,0.0028204035805211316,0.9971795875406945,8.87353862298367e-09,5.240893963253088e-12,0.0,5.538483759202657e-15
"Miami Beach city, Florida",12,45025,1,2,6.304347936227324e-51,0.9999999846862019,2.4189252165452754e-56,5.139329843611805e-18,1.531379969164079e-08,2.2357693935267516e-299
"Miami Gardens city, Florida",12,45060,0,1,0.9997063182197153,1.9614142835854102e-05,0.0002740676374473255,7.260637441151275e-18,0.0,3.8724951270621004e-16
"Miramar city, Florida",12,45975,2,4,2.9914275237708525e-05,7.66757873089136e-05,0.9998934099374526,3.9265447461337043e-22,0.0,1.1450626353655008e-97
"North Port city, Florida",12,49675,4,4,2.94298086379438e-15,8.180893577675417e-18,0.00030962052878447674,7.487881762722446e-27,0.9996903794712122,0.0
"Ocala city, Florida",12,50750,4,5,6.3547033496160445e-09,2.047023525569922e-09,1.426052678923262e-28,5.7283039490174605e-08,0.9999999343152325,1.0075528860634246e-15
"Orlando city, Florida",12,53000,0,2,0.9956457707041177,0.0038857456450199085,0.00038926727060418955,7.921638025846288e-05,0.0,4.443155553836696e-24
"Palm Bay city, Florida",12,54000,0,4,0.9948734515669743,2.9974222848199273e-05,0.00509657421017563,2.4092902023441543e-15,0.0,3.322090207706532e-121
"Palm Coast city, Florida",12,54200,4,4,1.9377950184438728e-10,1.0223610788493519e-07,2.067600639886831e-09,1.754263294984746e-21,0.9999998955025121,5.9235388083494556e-170
"Pembroke Pines city, Florida",12,55775,2,4,8.944880064590577e-06,1.6488085799235903e-09,0.9999910534711267,4.576892807084441e-21,0.0,1.4779366601694594e-254
"Plantation city, Florida",12,57425,4,0,2.8356608565982266e-07,4.304199405178111e-07,6.644662297401745e-09,7.146125147755152e-28,0.9999992793693119,0.0
"Pompano Beach city, Florida",12,58050,1,5,2.9872520152537473e-44,0.9999999952131855,5.365923259540228e-54,4.7868148494631075e-09,0.0,0.0
"Port Orange city, Florida",12,58575,4,4,5.239986105301284e-10,1.048269771257417e-07,1.110557522850415e-06,6.245379646524058e-14,0.9999987840914388,8.428644363332836e-261
"Port St. Lucie city, Florida",12,58715,2,4,5.244444094624578e-07,2.643582096164232e-20,0.9999994755555911,3.631369762390239e-27,0.0,0.0
"Riverview CDP, Florida",12,60950,4,4,1.2844643289726118e-08,1.0008537134242277e-07,1.126793033970522e-15,5.629182043525655e-22,0.9999998870699845,2.210728655620579e-288
"St. Petersburg city, Florida",12,63000,1,2,0.00011744645688870784,0.9998512541005765,2.5892385537130268e-08,3.127355014871267e-05,0.0,1.148005828063521e-180
"Sanford city, Florida",12,63650,4,4,7.916003425697195e-08,1.3781674461743705e-05,0.00019015718568185562,3.3418845816519642e-06,0.9997926400952403,1.5201049975419803e-196
"Spring Hill CDP, Florida",12,68350,2,4,3.9306426853871864e-07,5.979960440302587e-09,0.9999996009555844,1.8642827532267787e-13,0.0,1.478117776287909e-245
"Sunrise city, Florida",12,69700,4,4,2.727154325880629e-06,7.043656363850479e-10,2.0285360299744402e-05,8.929233849774137e-22,0.9999769867810087,6.596067402425067e-279
"Tallahassee city, Florida",12,70600,5,5,1.7147287423689793e-15,5.408563453235084e-10,3.007482775175394e-26,4.617149814305241e-07,0.0,0.9999995377441613
"Tamarac city, Florida",12,70675,4,4,2.006378784321526e-10,1.0833341203976604e-08,1.537421516092911e-09,2.0488479018984998e-31,0.9999999874286002,5.6832649515809165e-148
"Tampa city, Florida",12,71000,1,2,0.0502397011950475,0.9497528274262624,6.381211655641353e-06,1.0901670349036294e-06,0.0,1.892750482883843e-56
"Town 'n' Country CDP, Florida",12,72145,4,4,0.0009032967783650531,8.7488602399262e-06,2.4595286596693286e-06,5.441507274707597e-09,0.9990854893912281,3.11191398634817e-81
"West Palm Beach city, Florida",12,76600,1,2,1.3662185257882735e-05,0.9999480797372285,9.510162950961574e-08,3.8162975884866296e-05,0.0,7.382100579596468e-99
"Albany city, Georgia",13,1052,4,5,2.901860182311102e-25,2.3781767245086323e-10,1.0301833259420567e-41,3.7836730757134703e-08,0.9999999619254493,1.556762127948137e-15
"Athens-Clarke County unified government (balance), Georgia",13,3440,3,5,6.366036953628055e-07,0.2747172710646111,3.7780288561810306e-14,0.7252746580318239,0.0,7.434299831112098e-06
"Atlanta city, Georgia",13,4000,1,2,1.833972740020889e-08,0.9999996822383962,8.475656866723231e-08,2.1466530816330494e-07,0.0,8.401145789106545e-82
"Augusta-Richmond County consolidated government (balance), Georgia",13,4204,3,5,2.1547867972629906e-06,0.002562491918222645,1.862918234660875e-20,0.9974353532949795,0.0,2.638715148759225e-44
"Columbus city, Georgia",13,19000,3,5,2.1352911550202503e-06,0.025233102313808476,1.3336038694161515e-08,0.974764749058998,0.0,4.641865098481134e-30
"Mableton city, Georgia",13,48288,4,4,3.3500274062817224e-08,5.959974833966436e-13,1.4488763162208205e-17,3.3244912403500856e-08,0.9999999332542173,3.67327444356143e-200
"Macon-Bibb County, Georgia",13,49008,3,5,1.8773246704989095e-14,7.335586349574675e-07,3.7399787298074604e-23,0.9999992664413461,0.0,7.025809403103002e-20
"Sandy Springs city, Georgia",13,68516,4,0,1.8727613264767982e-06,0.0010748379090355464,0.0003891208665450684,1.1298180342031741e-13,0.99853416846298,5.494339401005815e-81
"Savannah city, Georgia",13,69000,3,5,6.626031838825891e-12,5.705757918303234e-05,1.170361540177801e-24,0.9999429424141916,0.0,2.269705598390818e-22
"South Fulton city, Georgia",13,72122,4,4,2.1266545076906555e-07,6.52138182589011e-06,4.356620763054218e-11,8.955132500859124e-14,0.9999932659090678,0.0
"Warner Robins city, Georgia",13,80508,4,3,2.3438203262542774e-07,1.4311093246001432e-09,2.8171167375569533e-17,0.0005941946058693612,0.9994055695809889,4.41139462789922e-54
"Urban Honolulu CDP, Hawaii",15,71550,1,2,2.5407177649220218e-06,0.9998520520735618,0.0001082143950413596,3.7192813632748766e-05,0.0,8.520068407730343e-109
"Boise City city, Idaho",16,8830,1,2,0.04433361474349583,0.8933667907595817,0.05932145780178213,0.0029781366951403565,0.0,1.2280613160222758e-24
"Caldwell city, Idaho",16,12250,4,4,5.742742283685161e-07,1.0133879832855065e-29,8.59363958476756e-23,1.1677009410229718e-11,0.9999994257140937,7.082691529619207e-280
"Idaho Falls city, Idaho",16,39700,4,3,6.748143811491296e-08,5.063126523049471e-06,3.5220663776519425e-05,0.0019753616159666264,0.9979842871122953,0.0
"Meridian city, Idaho",16,52120,4,0,4.889799911081295e-06,1.6929403853377e-08,0.00044953033197601933,3.1400909190630446e-13,0.9995455629383947,0.0
"Nampa city, Idaho",16,56260,2,4,0.15563996981920156,1.694812160991389e-10,0.8439042595910586,0.00045577042025922085,0.0,0.0
"Aurora city, Illinois",17,3012,0,4,0.9998722506229795,1.227660089636291e-12,2.3462926185070267e-06,0.000125403083174527,0.0,1.3669512598618788e-299
"Bloomington city, Illinois",17,6613,4,3,3.750223170108356e-08,4.896325256646199e-05,1.0216062505237254e-07,0.001993608939961699,0.9979572881446149,1.1514242534179416e-138
"Bolingbrook village, Illinois",17,7133,4,4,9.844652800289617e-08,4.17391113062489e-15,2.411867898239153e-11,3.25229993974852e-20,0.9999999015293493,5.134392259021939e-295
"Champaign city, Illinois",17,12385,4,2,1.556379800568255e-16,8.351980323729876e-16,4.986899001935731e-34,6.136796640991002e-06,0.9999938632009426,2.4155334920508944e-12
"Chicago city, Illinois",17,14000,1,2,0.020024748540477554,0.9795949245854787,5.4462705226756015e-05,0.0003258641688167093,0.0,1.789727602573255e-31
"Cicero town, Illinois",17,14351,4,1,5.75991327656299e-06,3.219753721429249e-36,2.951588973791616e-39,9.703694376942473e-23,0.999994240086722,2.101659374183203e-15
"Decatur city, Illinois",17,18823,4,5,1.889140610797896e-20,6.274273147800462e-29,9.106654580363114e-67,0.0001921943466481927,0.9998078056533523,4.085914729407094e-64
"Elgin city, Illinois",17,23074,0,4,0.9996235958073932,1.0845474942072872e-13,0.0003764038916858049,3.0081248981769063e-10,0.0,9.84266703603004e-233
"Joliet city, Illinois",17,38570,2,4,2.838700564771524e-05,5.898728730174073e-21,0.9999716129943527,7.778959571249267e-21,0.0,1.1895926585714339e-73
"Naperville city, Illinois",17,51622,2,0,4.870947149888968e-12,1.3990612577335032e-09,0.999999998596067,2.32131570051059e-66,0.0,1.3152581953542035e-189
"Peoria city, Illinois",17,59000,3,3,1.744728617896815e-05,2.6548910131854744e-07,8.913080412044317e-25,0.9999822872247192,0.0,1.3708246083473115e-35
"Rockford city, Illinois",17,65000,3,5,0.00010082051297660847,0.0001807490367218685,4.546944137003862e-15,0.9997178705672087,0.0,5.598830878521233e-07
"Schaumburg village, Illinois",17,68003,4,0,1.6373189821423e-05,6.873798384681184e-08,0.0005297788992221282,3.249109934053563e-12,0.9994537791697234,0.0
"Skokie village, Illinois",17,70122,4,4,6.265746770973071e-11,4.8311791264040886e-17,1.2573325086444285e-19,1.9017536046566857e-19,0.9999999999373408,8.076490311006794e-16
"Springfield city, Illinois",17,72000,3,2,6.008656760420517e-05,0.0005390242161014431,4.073341027051019e-06,0.9993968158752666,0.0,3.1414380969233166e-27
"Waukegan city, Illinois",17,79293,4,1,0.001408881205907593,2.189087852380081e-26,7.98535795543126e-25,7.740479187107824e-13,0.9985911187933187,1.1126288114673187e-43
"Bloomington city, Indiana",18,5860,4,5,1.1520603144700797e-09,9.913244751539232e-08,5.923064600858133e-31,1.1187063240443088e-05,0.9999887126522509,1.6512284491262692e-141
"Carmel city, Indiana",18,10342,4,0,1.3002401551853826e-12,2.8118537478108577e-12,0.013842362572228336,1.818218871929465e-57,0.9861576374236597,1.5167168214996504e-242
"Evansville city, Indiana",18,22000,3,3,0.001099198721488522,0.0861492346949869,1.370156464689305e-07,0.912751429567878,0.0,1.8692350092123295e-38
"Fort Wayne city, Indiana",18,25000,3,3,0.0031814525084045476,0.0006920435487227008,5.679902815280333e-06,0.9961208240400574,0.0,1.2670417726920453e-87
"Greenwood city, Indiana",18,29898,4,4,1.9337658601186416e-05,3.4754394839402516e-09,1.940297907195873e-07,0.00035507506974521004,0.9996253897664232,7.390384280053985e-224
"Hammond city, Indiana",18,31000,3,3,0.0024848857455694612,1.3768504266100279e-12,4.657178224534422e-10,0.997515113787336,0.0,1.8032461046199898e-179
"Indianapolis city (balance), Indiana",18,36003,3,3,0.002110445950133279,4.213815105080889e-05,1.0301917363211142e-15,0.9978474158988151,0.0,5.806340896584478e-34
"Lafayette city, Indiana",18,40788,4,3,1.4474263915718258e-11,5.457890248075533e-09,5.406280752226653e-43,0.00254592275319322,0.9974540717744431,8.247953126155337e-22
"Muncie city, Indiana",18,51876,4,5,1.5678548463094526e-22,1.0119149602943676e-21,1.039293491206577e-40,0.0015067616736503008,0.9984932383263501,5.624174545103505e-31
"South Bend city, Indiana",18,71000,3,5,7.115690488400078e-07,7.967284409356195e-08,4.1741931375356494e-21,0.9999992087581071,0.0,4.6254457561013446e-157
"Cedar Rapids city, Iowa",19,12000,3,3,0.0005989362872329915,0.0024597641610370593,0.028775918566572706,0.9681653809851574,0.0,5.33177272208071e-132
"Davenport city, Iowa",19,19000,3,3,0.0012378108081274538,0.016408818650123294,4.868339191346797e-06,0.9823485022025571,0.0,1.9121992665871074e-22
"Des Moines city, Iowa",19,21000,3,3,0.006252792689914347,4.0573610106567093e-05,1.9621119786058147e-13,0.9937066336997821,0.0,8.873688107067442e-134
"Iowa City city, Iowa",19,38595,4,2,7.000731235304812e-21,2.968416857520024e-07,2.2583172447428834e-41,8.60885559818187e-06,0.9999910943027152,1.4302789355438056e-24
"Sioux City city, Iowa",19,73335,4,3,3.789939289002235e-07,4.325133405490091e-13,4.1963853635322606e-19,3.6882806772103325e-08,0.9999995841228321,2.721998266533966e-21
"Waterloo city, Iowa",19,82425,4,3,1.0566054876420682e-06,8.188642763543758e-09,2.0893041870713203e-17,5.002671646878059e-05,0.9999489084894011,1.0313799170864995e-20
"Kansas City city, Kansas",20,36000,0,3,0.9955450396473392,2.8979093369748146e-10,3.1397347449105344e-14,0.004454960062839257,0.0,2.341685619736957e-177
"Lawrence city, Kansas",20,38900,4,2,9.256181342561014e-11,0.001074287026005002,2.7608434030446395e-17,5.229583871535404e-06,0.9989204832975611,1.0649201658248361e-30
"Olathe city, Kansas",20,52575,4,0,9.43729241060795e-11,6.302022188346919e-15,2.8987827580499633e-08,1.1199825318076425e-19,0.9999999709177936,0.0
"Overland Park city, Kansas",20,53775,1,0,7.032337519023918e-06,0.9934632863628098,0.006529670534180328,1.0765490434102198e-08,0.0,5.694960104894901e-110
"Topeka city, Kansas",20,71000,3,3,7.831525934240798e-06,0.0018218982930323633,2.402972978700088e-08,0.9981702461513033,0.0,3.5550187602922813e-90
"Wichita city, Kansas",20,79000,3,3,0.003492158499443319,0.0007962913894496961,3.354465628319708e-07,0.9957112146645442,0.0,9.719656252141341e-88
"Bowling Green city, Kentucky",21,8902,4,5,1.1207661835310352e-07,7.818128500403327e-11,1.2302783637480203e-23,9.550582389474788e-09,0.9999998778316413,4.629766350743952e-10
"Lexington-Fayette urban county, Kentucky",21,46027,3,2,0.0001935741075291735,6.289507065754152e-07,0.0003465178424261678,0.9994592790993388,0.0,4.019349040117697e-23
"Louisville/Jefferson County metro government (balance), Kentucky",21,48006,3,3,0.0012885383586178235,0.002528019924918203,5.405037902817524e-06,0.9961780366785611,0.0,1.0351229345428828e-51
"Baton Rouge city, Louisiana",22,5000,3,5,6.060678212237649e-17,2.104285322103718e-13,3.089258172283112e-30,0.9999999999997904,0.0,5.478880456746961e-29
"Lafayette city, Louisiana",22,40735,3,5,1.5973040768983787e-06,1.7055561270678799e-07,9.04332300529774e-18,0.9974236543809586,0.0,0.00257457775935202
"Lake Charles city, Louisiana",22,41155,4,5,2.317945372659628e-20,1.2909737846124107e-12,5.648719285645905e-39,0.011139698594290004,0.9888603013998569,4.5621482298335395e-12
"Metairie CDP, Louisiana",22,50115,4,3,1.2615913236983215e-09,8.042907162872922e-14,4.3009365983687085e-51,0.010001958750529444,0.9899980399877988,6.52503311615177e-31
"New Orleans city, Louisiana",22,55000,3,5,1.0000273125614139e-16,8.921302909563955e-05,1.5386212892772495e-20,0.9999107869709036,0.0,1.866902423367493e-25
"Shreveport city, Louisiana",22,70000,3,5,1.2993438253570206e-10,1.521492261057754e-08,1.4821893297330296e-21,0.9999999846551432,0.0,2.196949673418767e-47
"Baltimore city, Maryland",24,4000,3,2,0.003391287129950065,0.09100136109812067,2.68295026522822e-08,0.9056073249424262,0.0,3.645352023886743e-43
"Frederick city, Maryland",24,30325,4,0,6.012163449415356e-05,1.670139458955571e-13,1.06269520819301e-06,3.5863168750898245e-15,0.9999388156701269,1.023e-321
"Gaithersburg city, Maryland",24,31175,4,0,5.42829171231629e-06,3.6270866235235316e-18,8.534590901059915e-10,3.3473839512060513e-32,0.9999945708548287,7.484732376258247e-203
"Glen Burnie CDP, Maryland",24,32650,4,4,0.0004312428957871003,7.44152088639534e-09,0.007481838911761955,8.854846657919094e-08,0.9920868222024635,5.010441486972018e-177
"Rockville city, Maryland",24,67675,4,0,1.6041041243806702e-09,2.906068048418965e-15,6.664546604303309e-11,2.5807409674026637e-55,0.9999999983292476,1.2833218226084792e-221
"Boston city, Massachusetts",25,7000,0,2,0.9999907791509864,1.420782138620426e-07,9.078770798891352e-06,4.916542447582685e-19,0.0,8.153087866251181e-66
"Brockton city, Massachusetts",25,9000,0,1,0.999994868129539,6.07279642357146e-09,5.121656377301308e-06,4.1412880739711355e-09,0.0,6.460779439875937e-58
"Fall River city, Massachusetts",25,23000,4,1,2.5842408040801642e-08,9.134509879975083e-19,4.776296457649104e-10,1.688646090261648e-16,0.9999999680947523,5.585210537230609e-09
"Framingham city, Massachusetts",25,24960,4,0,0.0008035529612922341,9.585469425724833e-11,2.149321006806758e-09,7.260095736370358e-22,0.9991964447935323,1.5983213921959056e-176
"Lawrence city, Massachusetts",25,34550,4,1,4.6671722982865444e-05,7.309723917623556e-38,8.095711534180538e-29,1.4397238317559236e-29,0.9999533282770174,8.844267892663933e-28
"Lowell city, Massachusetts",25,37000,0,1,0.9999786126172591,2.1387324169220286e-05,1.1821958010215434e-22,5.857172061022162e-11,0.0,1.6709372943235028e-16
"Lynn city, Massachusetts",25,37490,0,1,0.999957824042081,1.8610753233832442e-09,2.4156889214809044e-21,3.063960644804841e-15,0.0,4.2174096841376525e-05
"Malden city, Massachusetts",25,37875,4,0,4.2251586332312054e-05,3.7271842612425065e-30,2.4486319532688175e-09,1.085679940150511e-30,0.9999577459650358,0.0
"New Bedford city, Massachusetts",25,45000,5,5,8.541480885954389e-07,9.39164056827354e-16,1.0793538794684782e-54,7.858162551825304e-07,0.0,0.9999983600356561
"Quincy city, Massachusetts",25,55745,4,0,1.700387263097697e-05,4.407476839124724e-22,4.146327316263286e-08,1.5768333966150554e-18,0.9999829546640957,0.0
"Somerville city, Massachusetts",25,62535,4,0,4.555813380124971e-08,3.457152186779527e-33,0.0003828275403654511,2.5916581456817832e-64,0.9996171269015002,0.0
"Springfield city, Massachusetts",25,67000,3,5,0.00012130307784424928,2.003233000913072e-07,1.2920949010888388e-38,0.9998784859304292,0.0,1.0668426249084234e-08
"Worcester city, Massachusetts",25,82000,5,5,0.01166755550324308,8.478873938004156e-05,7.10548423404827e-19,5.231175569956463e-05,0.0,0.9881953440016773
"Dearborn city, Michigan",26,21000,4,5,1.715017484680848e-10,3.8082059622395163e-14,4.402915945073623e-59,1.859486227045439e-12,0.9999999998266009,7.6626882174776e-83
"Detroit city, Michigan",26,22000,3,5,8.056230273521995e-30,1.1147170589801407e-21,1.415594609236131e-74,1.0,0.0,1.9666803875055329e-25
"Farmington Hills city, Michigan",26,27440,4,0,5.281651214942943e-11,5.252472351186958e-11,2.053999258482126e-17,1.4640534051090475e-17,0.9999999998946585,1.4230722725316356e-55
"Flint city, Michigan",26,29000,4,5,1.6956739545217435e-37,5.714365272865073e-35,1.0933722676469657e-63,0.00010460553080587888,0.9998953944691942,1.4269889628296391e-108
"Grand Rapids city, Michigan",26,34000,3,3,0.002722964073500421,0.1622758494991569,1.2156925878873933e-05,0.8349890295014633,0.0,4.675681463050949e-152
"Kalamazoo city, Michigan",26,42160,4,3,6.499680735145622e-08,4.647849539739783e-08,5.1188542619808053e-11,0.00017084170917195518,0.999829046764337,1.6978880067762267e-36
"Lansing city, Michigan",26,46000,3,3,2.6095421662192845e-07,7.171378079923424e-11,1.5706192798659296e-54,0.9999997389706369,0.0,3.433580359084379e-12
"Livonia city, Michigan",26,49000,2,4,0.0013514578149257397,2.454111592019359e-05,0.9986240009956228,7.353122972417484e-11,0.0,3.0303980421006586e-193
"Southfield city, Michigan",26,74900,4,3,7.206875226200949e-11,1.7303200420612235e-05,0.0003432884566571898,0.0003106626441935729,0.99932874562666,5.042874308059664e-159
"Sterling Heights city, Michigan",26,76460,0,4,0.9994208727647267,7.736298023556122e-06,1.815033661618717e-05,0.0005532406006332256,0.0,3.1200034058835853e-83
"Troy city, Michigan",26,80700,4,0,1.6657725156429076e-09,1.2806380366071607e-09,2.2373473785600708e-06,1.555764553450086e-22,0.9999977597062107,0.0
"Warren city, Michigan",26,84000,5,1,0.0023645864517487475,1.960150003575098e-13,4.353668018210453e-19,4.052644738801027e-08,0.0,0.9976353730216078
"Westland city, Michigan",26,86000,4,3,7.282248500336472e-11,6.974266483918179e-08,5.335501766928808e-30,0.006078747304171467,0.993921182880341,9.532107254762574e-132
"Wyoming city, Michigan",26,88940,4,4,4.1367767527734433e-08,8.605888053981465e-10,1.6237957162400086e-06,1.2299643670461429e-05,0.9999860343322566,1.2014240486769276e-206
"Bloomington city, Minnesota",27,6616,4,0,3.982005614532349e-06,1.3691259918803699e-05,0.00044274206213398306,7.054523028951199e-06,0.9995325301493037,7.40421995769317e-217
"Duluth city, Minnesota",27,17000,3,3,0.00016700322340149615,2.5473496692005194e-05,1.8531694133895258e-10,0.9998075230945901,0.0,4.773339580898437e-34
"Minneapolis city, Minnesota",27,43000,1,2,0.00035701156224930393,0.9495883159538682,0.0005464507819963666,0.04950822170188667,0.0,5.342144197953196e-83
"Rochester city, Minnesota",27,54880,4,0,2.507656986793874e-05,0.0002892451738601504,0.0004387400946813909,0.00015233919666980225,0.9990945989649205,1.5847682517087784e-185
"St. Cloud city, Minnesota",27,56896,4,3,2.895838007981621e-09,3.458297409483866e-08,7.791676892891683e-21,8.682202060610336e-05,0.9999131405005819,1.6939038190728738e-42
"St. Paul city, Minnesota",27,58000,3,3,0.0012803794284434603,0.09453894592883508,7.2914655339197306e-09,0.9041806673512559,0.0,1.5773919789355356e-31
"Gulfport city, Mississippi",28,29700,3,5,3.560538805257264e-11,4.0950731970033947e-10,4.9980388837888007e-36,0.9999999911732971,0.0,8.381590617275805e-09
"Jackson city, Mississippi",28,36000,3,5,5.956042666828412e-15,1.2402672336652806e-14,7.0302620405508e-49,0.9999999999993605,0.0,6.216387228076679e-13
"Columbia city, Missouri",29,15670,1,2,1.3907356888409626e-07,0.9999566645759397,1.9190545131998175e-07,4.3004445040593127e-05,0.0,5.646756657077267e-58
"Independence city, Missouri",29,35000,3,3,0.00016589049738294405,0.0016275146267269837,1.2854509870256573e-08,0.9982065820213802,0.0,2.9508267349708356e-40
"Kansas City city, Missouri",29,38000,3,3,0.0030459660797432174,4.221357134458135e-05,1.3644118845695415e-12,0.9969118203475481,0.0,2.8394720911495507e-26
"Lee's Summit city, Missouri",29,41348,4,0,2.0019636834061805e-08,2.7612820206324e-06,0.00035700475154808604,2.754529649918302e-12,0.9996402139440402,2.7114493828449188e-157
"O'Fallon city, Missouri",29,54074,4,4,3.1335339556278136e-08,2.801265794821082e-16,7.146253067336487e-05,4.635722381372633e-25,0.9999285061339871,4.114266519209095e-253
"St. Charles city, Missouri",29,64082,4,3,2.223577313481427e-05,8.365364160307558e-05,1.1184875577938544e-05,5.5456850480565434e-05,0.9998274688592036,3.883719397970556e-120
"St. Joseph city, Missouri",29,64550,3,3,2.9889467819836947e-12,2.9481325520146076e-06,6.394205727381428e-06,0.9999906576587316,0.0,3.378963890446877e-163
"St. Louis city, Missouri",29,65000,3,5,5.40568313420708e-07,3.2827833285525516e-07,3.297438414791402e-23,0.9999990529326944,0.0,7.822065891594622e-08
"Springfield city, Missouri",29,70000,1,3,4.1727860104723875e-05,0.8618637433135473,3.9958431643861964e-06,0.13809053298318283,0.0,4.5476897947603964e-101
"Billings city, Montana",30,6550,3,3,0.008429403815914626,0.0002030688281544543,1.300056498521338e-07,0.9913673973502817,0.0,9.105228580202341e-46
"Missoula city, Montana",30,50200,2,2,2.319435718491656e-07,0.00027066662014133095,0.9991657422878046,0.0005633591484823362,0.0,2.3320128731335332e-53
"Lincoln city, Nebraska",31,28000,3,3,0.00016517575346563094,0.12961480313768203,0.0008339681643373517,0.8693860529445154,0.0,1.1575049857711029e-103
"Omaha city, Nebraska",31,37000,3,3,0.00636215388613718,0.010211245648919752,2.031791299077189e-07,0.9834263972858128,0.0,3.453661039080063e-63
