NAME,state,place,cluster_gmm,cluster_kmeans,GMM_p_k0,GMM_p_k1,GMM_p_k2,GMM_p_k3,GMM_p_k4,GMM_p_k5
"Enterprise CDP, Nevada",32,23770,0,4,0.9965028063301967,3.404715751685897e-08,0.0034971596226460776,1.503276857646144e-20,0.0,2.204656987790822e-299
"Henderson city, Nevada",32,31900,0,4,0.9084229421131865,0.08573259817477091,0.005844459708739205,3.302597920615741e-12,0.0,6.737768503595151e-69
"Las Vegas city, Nevada",32,40000,0,3,0.7339503730108246,0.26561230276942227,0.00042228092246871315,1.5043297284487015e-05,0.0,9.094689473048706e-30
"North Las Vegas city, Nevada",32,51800,0,4,0.9999999999989733,7.412211692577355e-13,3.4826687457941624e-14,2.5091144269250206e-13,0.0,2.269255926964064e-166
"Paradise CDP, Nevada",32,54600,1,5,1.3239767511046853e-08,0.9962579107605984,9.334986312244081e-20,0.0037420523910253215,0.0,2.360860864771186e-08
"Reno city, Nevada",32,60600,1,2,0.4182140255284625,0.5815577079707016,0.00010672541075683267,0.00012154109007869024,0.0,1.8249097042120424e-127
"Sparks city, Nevada",32,68400,0,4,0.9998959595794841,1.224281803009778e-05,9.17823524289968e-05,1.5250055920607353e-08,0.0,3.3224484972684066e-43
"Spring Valley CDP, Nevada",32,68585,0,4,0.9953840155972272,0.00018407520189470412,0.004407002953483021,2.49062473947157e-05,0.0,6.469879004061167e-43
"Sunrise Manor CDP, Nevada",32,71400,0,1,0.9999509228135793,1.298368098379357e-07,1.2817596709416735e-32,4.894384260744754e-05,0.0,3.5070030868160858e-09
"Manchester city, New Hampshire",33,45140,2,4,0.3656697177730994,3.01978279604799e-05,0.6342976497971518,2.4346017880282995e-06,0.0,2.892871437040993e-101
"Nashua city, New Hampshire",33,50260,4,0,0.00011824467854063178,1.786072970928148e-15,0.00014569293476874936,5.335485357358689e-13,0.9997360623861553,4.6107069759444374e-148
"Bayonne city, New Jersey",34,3580,4,3,8.023872403063624e-08,3.5365124306185745e-18,2.043223279094409e-09,8.002689274839655e-19,0.9999999177180523,7.329691724038349e-65
"Camden city, New Jersey",34,10000,5,5,3.460468615100268e-20,1.060726532670584e-46,1.443898254224635e-72,2.9083813014329604e-20,0.0,1.0
"Clifton city, New Jersey",34,13690,1,4,0.012920279568191384,0.987071346677572,3.528992179713822e-06,4.844762056459508e-06,0.0,1.7363574382390475e-20
"East Orange city, New Jersey",34,19390,4,3,8.499467048046967e-07,1.3436154571589729e-14,2.0908957889444612e-15,1.1849903999960269e-12,0.9999991500520947,1.4096912252756254e-22
"Elizabeth city, New Jersey",34,21000,5,1,4.578063863272692e-12,5.750877092346344e-27,1.724940658363185e-85,2.7431127139824198e-21,0.0,0.9999999999954223
"Jersey City city, New Jersey",34,36000,2,2,0.00022846013282521176,8.548932522146505e-24,0.999771539867174,1.0545963930945505e-28,0.0,3.08317705565816e-119
"Newark city, New Jersey",34,51000,5,5,7.657202039243716e-07,1.4762133589823316e-11,1.246866165247077e-27,7.406070425833064e-15,0.0,0.9999992342650269
"Passaic city, New Jersey",34,56550,4,1,0.0005147058045789336,2.0295217400017073e-18,3.539388961323002e-37,3.6967458601051015e-23,0.9994852941954208,2.171940815773058e-58
"Paterson city, New Jersey",34,57000,0,1,0.9999999698011668,3.01988333595792e-08,3.268589362909639e-23,3.953572956303201e-18,0.0,2.9385581043960502e-31
"Toms River CDP, New Jersey",34,73110,4,4,3.53748810234401e-07,5.416966799813543e-11,5.234790397592099e-07,4.941368808243134e-17,0.9999991227179799,0.0
"Trenton city, New Jersey",34,74000,4,1,6.911691592655109e-06,6.284747584481303e-38,3.1005438935898806e-36,4.309467613209468e-16,0.9999930883084068,2.6763744041161087e-34
"Union City city, New Jersey",34,74630,4,1,1.250032123909764e-06,1.1113062789577373e-23,1.2505570755393048e-32,7.336430865336509e-24,0.9999987499678756,1.5818497963735899e-19
"Albuquerque city, New Mexico",35,2000,3,3,0.0015192975699516824,0.05823441824604178,2.146137343480385e-08,0.940246262722633,0.0,6.788016963328812e-33
"Las Cruces city, New Mexico",35,39380,3,3,7.68452775036895e-07,2.0831816821637266e-05,2.1692702044451395e-15,0.9999783997304006,0.0,1.2609940034699223e-50
"Rio Rancho city, New Mexico",35,63460,4,4,4.315404130213287e-07,6.541728440662046e-09,6.0078126008804204e-05,1.6436159893531805e-14,0.9999394837918336,5.708255912751114e-308
"Santa Fe city, New Mexico",35,70500,4,2,1.4233684256928913e-08,1.948800324331035e-07,1.4936749476883964e-07,6.5133941399964896e-06,0.9999931281246487,4.125096558304199e-139
"Albany city, New York",36,1000,4,2,2.4545039740002595e-07,3.2004908576087834e-05,6.156034988303069e-16,3.8193981695593e-05,0.9999295556066566,5.267333190102953e-11
"Buffalo city, New York",36,11000,3,5,3.6323528721802087e-06,0.00017573198250789111,3.894961141800281e-19,0.9970270012865843,0.0,0.002793634378035861
"Cheektowaga CDP, New York",36,15000,4,3,3.235417722342628e-07,7.087553288551045e-08,4.626605867557777e-12,3.318163173184727e-06,0.9999962874148952,1.8848196477860466e-130
"Mount Vernon city, New York",36,49121,4,2,3.3097387234287596e-05,2.710718174609137e-15,1.9881952445838834e-07,2.4072268834555568e-12,0.9999667037908313,2.0644822399053273e-88
"New Rochelle city, New York",36,50617,4,2,7.902263506287221e-06,2.644896673113849e-10,1.306333387612802e-09,4.117663756936206e-24,0.9999920961656699,1.8193385606602854e-16
"New York city, New York",36,51000,5,2,0.0006699061791180015,1.7619549693172687e-06,2.0909537503490323e-07,5.2916755436596927e-17,0.0,0.9993281227705376
"Rochester city, New York",36,63000,3,5,9.149388508540328e-09,5.786199253159321e-09,3.45874304993403e-45,0.9999999686160064,0.0,1.6448406608606096e-08
"Schenectady city, New York",36,65508,4,3,4.07391267764809e-06,4.487985378901095e-09,4.313174657557322e-14,2.3664394818168086e-06,0.999993555159812,3.449328141363946e-19
"Syracuse city, New York",36,73000,5,5,9.143039852635338e-11,2.3327126801792208e-17,1.9260237859667816e-40,4.158278289882094e-08,0.0,0.9999999583257866
"Yonkers city, New York",36,84000,0,1,0.9999994789904009,2.1468648862347997e-08,4.971601894098444e-07,2.379060933544554e-09,0.0,1.7003225513251775e-12
"Asheville city, North Carolina",37,2140,3,5,1.7796364375469968e-40,7.549127703164092e-13,3.089979647429637e-67,0.9999999999992468,0.0,1.6966517694232235e-227
"Charlotte city, North Carolina",37,12000,1,2,0.04071140887960397,0.9519323690861935,0.00712842973891088,0.00022779229529130217,0.0,1.9242236595630553e-82
"Concord city, North Carolina",37,14100,4,0,8.437446391197785e-05,6.288791384813908e-05,0.00012996236508727328,1.2050381526657113e-05,0.9997107248756263,2.8430308335277082e-282
"Durham city, North Carolina",37,19000,1,2,0.0004899938927716394,0.9907914307576563,0.0004692219120421623,0.008249353437530317,0.0,1.0033710303343623e-134
"Fayetteville city, North Carolina",37,22920,3,3,0.005705897539866009,0.020896599529786623,7.191371366820511e-13,0.9733975029296273,0.0,1.785392774179785e-42
"Gastonia city, North Carolina",37,25580,5,5,1.1773684409728218e-07,5.75136160093269e-21,1.046661761460753e-54,0.005660042038996677,0.0,0.9943398402241593
"Greensboro city, North Carolina",37,28000,3,3,0.0015500935037942843,0.41465954699562274,1.9885886996726836e-06,0.5837883709118827,0.0,2.2082221886402335e-20
"Greenville city, North Carolina",37,28080,4,5,1.3302760184099446e-09,1.1267273057698688e-10,1.3132880790132556e-28,6.996305466348226e-07,0.9999992989265045,9.275119011157941e-28
"High Point city, North Carolina",37,31400,3,3,1.3261826462878545e-06,0.0003665031407975572,5.89284448752661e-24,0.9996321706765564,0.0,6.008925151734934e-44
"Jacksonville city, North Carolina",37,34200,2,3,0.0004927718022123594,1.3192593418874605e-05,0.9994829270677372,1.1108536631019175e-05,0.0,7.733685784888577e-33
"Raleigh city, North Carolina",37,55000,1,2,0.002187209334947991,0.99721279070227,0.00024975539687806226,0.0003502445659039269,0.0,6.383701256299188e-58
"Wilmington city, North Carolina",37,74440,3,2,0.2268844422247526,3.234071532317227e-06,0.0011925916041947066,0.7717091678080827,0.0,0.00021056429143709207
"Winston-Salem city, North Carolina",37,75000,3,2,0.0050325412482787515,0.00024551034791536134,1.4279744064290703e-06,0.9947172260260672,0.0,3.2944033323114832e-06
"Bismarck city, North Dakota",38,7200,4,3,1.82336364400968e-10,1.4435445259464348e-05,5.737011602264814e-10,0.0006058511019781386,0.9993797126967245,4.384234431891143e-192
"Fargo city, North Dakota",38,25700,4,3,1.0030902170169032e-09,5.424964583029821e-08,1.4682437837732854e-08,5.622227163743717e-06,0.9999943078376621,1.9131680201480328e-51
"Akron city, Ohio",39,1000,5,5,0.0006450962854227576,4.4993231873297566e-13,1.626666747951459e-30,0.004333136175037391,0.0,0.9950217675390897
"Canton city, Ohio",39,12000,4,5,1.3406090288763236e-21,1.71340634865715e-35,1.1460754277876013e-64,0.00011711063701177968,0.999882889362988,6.99639215817043e-37
"Cincinnati city, Ohio",39,15000,3,5,2.4814901820419214e-06,2.4593613542085205e-08,1.5142067237801455e-25,0.9999974939162041,0.0,1.8768075027747257e-20
"Cleveland city, Ohio",39,16000,3,5,7.231443024969883e-14,6.250039277510392e-10,7.164940738196591e-33,0.9999999993749231,0.0,3.0383643717745885e-17
"Columbus city, Ohio",39,18000,3,3,0.014031598455220071,0.4546475041076113,9.495869481451485e-09,0.5313208879412988,0.0,6.668628379808649e-41
"Dayton city, Ohio",39,21000,3,5,5.967782903315614e-16,5.859877422737842e-08,6.57856260309747e-28,0.9999999414012243,0.0,2.3941054225844605e-53
"Lorain city, Ohio",39,44856,4,3,9.54944097128277e-09,7.209959535601262e-07,1.010841829821148e-14,0.0016183364635012792,0.9983809329070801,8.401377429126647e-11
"Parma city, Ohio",39,61000,4,4,1.420242294292695e-06,1.2606637215424654e-06,0.005666754854367361,0.0036965376169354747,0.9906340266226817,2.646639121368446e-135
"Toledo city, Ohio",39,77000,3,5,8.644026037905316e-06,3.832318750027015e-12,2.5788630186346943e-37,0.999991355970129,0.0,6.786024850966945e-33
"Broken Arrow city, Oklahoma",40,9050,1,4,0.0076574000792146825,0.5724578161159164,0.41942368707693506,0.00046109672793299777,0.0,7.707512500136841e-240
"Edmond city, Oklahoma",40,23200,4,0,1.299793351011057e-10,5.5335530811105346e-08,0.0003088239465563376,5.975346103139821e-18,0.999691120587933,4.0097575959262746e-68
"Lawton city, Oklahoma",40,41850,3,5,9.287792791670891e-13,1.1676901804851562e-07,1.595135875551019e-25,0.9999998832300531,0.0,3.224942125524582e-54
"Norman city, Oklahoma",40,52500,1,3,1.7551029000573664e-06,0.999301985130337,1.2114523694043296e-06,0.0006950483143940467,0.0,1.2177458582307578e-38
"Oklahoma City city, Oklahoma",40,55000,3,3,0.0020686988875280627,0.005338152387165977,2.714742571702599e-10,0.992593148453832,0.0,2.8938815445432945e-53
"Tulsa city, Oklahoma",40,75000,3,3,0.0009203506656723671,0.015424058522244722,8.605771441420358e-12,0.9836555908034769,0.0,2.616324283352861e-19
"Beaverton city, Oregon",41,5350,4,0,8.869374800642953e-05,7.524906148365495e-10,1.0844896531084566e-06,1.4309881551129862e-14,0.9999102210098357,3.867689814474696e-104
"Eugene city, Oregon",41,23850,1,2,8.376092464624985e-05,0.9997034841115702,5.62947714685016e-10,0.00021274232804475274,0.0,1.2072791241246102e-08
"Gresham city, Oregon",41,31250,4,4,3.8590287615189384e-05,7.451116103108568e-12,1.6448472907519989e-09,1.606168237276367e-07,0.9999612474432625,6.9050178484280715e-65
"Hillsboro city, Oregon",41,34100,0,4,0.9998966155110732,2.1056710155358233e-06,0.0001012788178911554,2.0043299966033632e-14,0.0,8.262417734710804e-179
"Medford city, Oregon",41,47000,4,3,1.3592657919938196e-05,1.7407823980216658e-06,8.917669751812828e-10,0.00013121320233369372,0.9998534524655815,1.1011396664870601e-33
"Portland city, Oregon",41,59000,1,2,0.02198541295523791,0.6632415540510846,0.3147685721095827,4.460884094852552e-06,0.0,1.3869885132549525e-47
"Salem city, Oregon",41,64900,0,3,0.9440971885958178,0.004334713981067018,0.044276760469169334,0.007291336953945891,0.0,6.802320457068034e-70
"Allentown city, Pennsylvania",42,2000,5,5,4.980143644897525e-06,2.6019317501484853e-17,7.295022346010726e-41,5.640625467672254e-11,0.0,0.999995019799949
"Bethlehem city, Pennsylvania",42,6088,4,3,4.106972559968039e-05,3.011329039783753e-09,2.1255041596208374e-09,9.12212987615496e-06,0.9999498030076909,1.346910748865531e-68
"Erie city, Pennsylvania",42,24000,3,5,2.3582806509642137e-07,4.035279011856155e-06,6.665524641705495e-17,0.9999957288929228,0.0,2.9845436904052634e-35
"Philadelphia city, Pennsylvania",42,60000,1,2,0.039314186299062505,0.7058361353669952,1.5029707387222572e-05,0.25483464860880617,0.0,1.7748455745381753e-11
"Pittsburgh city, Pennsylvania",42,61000,3,2,4.451879401177247e-08,9.938754022004016e-05,6.771271656386127e-19,0.9999005679409866,0.0,1.8914445738213385e-25
"Reading city, Pennsylvania",42,63624,5,5,4.6551597046332574e-23,2.3893651231044958e-45,4.092487436730858e-73,9.625785299166872e-22,0.0,1.0
"Scranton city, Pennsylvania",42,69000,3,5,9.370644161496762e-18,1.3352388276852087e-09,9.177471595693433e-30,0.9999999986647605,0.0,1.1888763672555104e-17
"Cranston city, Rhode Island",44,19180,4,3,1.8903064257915254e-06,8.200371880504591e-17,3.7662766978802795e-09,5.704289239469195e-09,0.9999981002230081,9.697157517326824e-270
"Pawtucket city, Rhode Island",44,54640,4,3,1.8515119974528371e-06,3.7594561915470835e-16,1.0105127057067418e-08,1.5748189696241702e-05,0.999982390193179,8.30143163004663e-141
"Providence city, Rhode Island",44,59000,5,5,4.158322076109882e-11,9.866734872487574e-22,1.9026139167135503e-45,3.1659295220783885e-09,0.0,0.9999999967924875
"Warwick city, Rhode Island",44,74300,4,4,6.832639206766445e-05,8.23787850936776e-11,3.766524261442412e-05,5.15325682018955e-10,0.9998940077676132,1.1979735136148345e-162
"Columbia city, South Carolina",45,16000,3,5,2.946895520879954e-09,0.012738264853278287,5.925253164111281e-13,0.9872617321167729,0.0,8.246053233305421e-11
"Greenville city, South Carolina",45,30850,4,2,3.861575023745516e-09,1.214866420904638e-06,1.5900858558685053e-28,1.4596001501981522e-08,0.9999987666760026,1.4875398989079382e-19
"North Charleston city, South Carolina",45,50875,1,3,4.958284328115506e-06,0.9995822671356531,3.37226669804533e-07,0.0004124373533483452,0.0,2.272553530983741e-131
"Rock Hill city, South Carolina",45,61405,4,3,1.197061736879271e-05,2.287626705251814e-05,1.0539006995337575e-06,0.0005139280472028023,0.9994501711676765,3.025923871919377e-164
"Rapid City city, South Dakota",46,52980,4,3,2.857448352575913e-06,0.0003193363131008078,4.672263004371413e-05,0.0032770165788013647,0.9963540670297013,3.463785490633699e-139
"Sioux Falls city, South Dakota",46,59020,3,3,0.0006580748797029522,0.06364356297977618,0.003488981100159009,0.9322093810403623,0.0,1.3545485359058783e-174
"Chattanooga city, Tennessee",47,14000,3,5,0.015378287924181994,1.9316201541311102e-05,1.2904464642926242e-22,0.9275205801242347,0.0,0.057081815750042834
"Clarksville city, Tennessee",47,15160,3,3,0.0001216875676072511,1.7855078724189879e-06,3.668432884381475e-05,0.9998398425956766,0.0,8.242897924696931e-176
"Jackson city, Tennessee",47,37640,4,3,6.970644511325426e-08,1.9516517502524984e-12,3.396768257281036e-21,0.0005872530353648683,0.9994126772562384,3.270480120206384e-19
"Johnson City city, Tennessee",47,38320,4,3,3.7318878533731383e-07,1.5408599401317564e-05,5.221520372747801e-09,0.0036866383798787377,0.9962975746104146,3.234460726298616e-79
"Knoxville city, Tennessee",47,40000,3,2,1.0250063829034221e-05,0.0013772447198083465,2.0929040221216938e-07,0.9986122959259606,0.0,1.3743699140375775e-61
"Memphis city, Tennessee",47,48000,3,5,1.783776518035485e-07,3.4443952074849316e-08,7.4026448062318965e-34,0.9999674407753947,0.0,3.2346403001149255e-05
"Murfreesboro city, Tennessee",47,51560,4,0,1.0290607129871904e-05,1.0055274262477624e-07,8.845140106446043e-06,9.427806478977443e-06,0.9999713358935418,3.798373342161362e-189
"Nashville-Davidson metropolitan government (balance), Tennessee",47,52006,1,2,0.002257058979667081,0.9944026723463778,1.0612844076545903e-05,0.003329655829878362,0.0,3.503091129595299e-133
"Abilene city, Texas",48,1000,3,3,2.214999456008323e-07,0.010335458566554304,9.562510850110053e-14,0.9896643199334045,0.0,4.85863170883106e-44
"Amarillo city, Texas",48,3000,3,3,0.00012939509382946368,5.854446454013483e-06,8.031472898051427e-07,0.999863947312426,0.0,3.428298805031951e-98
"Arlington city, Texas",48,4000,0,3,0.9917272861871069,3.7398296230546213e-05,4.4808170546698855e-09,0.008235311035845464,0.0,2.903721900036677e-52
"Austin city, Texas",48,5000,1,2,0.001535845616507748,0.9895086177359087,0.00895521570736629,3.209402170579961e-07,0.0,4.8412352312596675e-84
"Baytown city, Texas",48,6128,4,3,8.475254189470058e-08,5.691609806863021e-10,1.9316365499656674e-13,4.267625109749026e-06,0.9999956470529944,1.1029928633439896e-50
"Beaumont city, Texas",48,7000,4,5,5.791081529652448e-15,3.2955220708235235e-12,5.136241181356776e-37,0.0005653131965697545,0.9994346868001289,6.362150253517882e-39
"Brownsville city, Texas",48,10768,3,3,4.8376704538108496e-05,3.96105933981268e-28,1.2817637720290786e-33,0.9999516232954603,0.0,3.673016714305624e-113
"Bryan city, Texas",48,10912,4,3,3.9728601706342983e-07,2.6532971416941616e-08,2.7480520658468964e-34,0.009178847329239908,0.9908207288517713,1.0200153606556476e-36
"Carrollton city, Texas",48,13024,4,0,6.515884267258445e-08,8.132959060165255e-07,3.9818522576064393e-16,4.157570002006587e-10,0.9999991211294937,6.101342081736052e-163
"Cedar Park city, Texas",48,13552,4,0,8.425503599861048e-07,8.325391341691841e-18,0.0001109089345962497,5.281597885134393e-30,0.9998882485150434,0.0
"College Station city, Texas",48,15976,1,5,1.906900858929956e-15,0.9999999218604051,2.1189967093119412e-29,7.813959319108968e-08,0.0,2.042446747155226e-71
"Conroe city, Texas",48,16432,4,3,5.923838833063391e-05,8.642040683361591e-08,3.851113533342924e-08,9.921477685810607e-06,0.9999307152024416,6.55599905488312e-107
"Corpus Christi city, Texas",48,17000,3,3,7.159088298912853e-07,0.0008889101391237104,4.243849832037032e-09,0.9991103697081968,0.0,2.36110079208126e-112
"Dallas city, Texas",48,19000,1,2,0.42435988037158273,0.5756119758395625,1.303857994241384e-10,2.8143658469681322e-05,0.0,1.5008924573842762e-42
"Denton city, Texas",48,19972,0,4,0.8683086972778584,0.043965093020544715,0.083919202588044,0.0038070071135526437,0.0,2.071284262566087e-38
"Edinburg city, Texas",48,22660,4,3,1.2124848352303713e-08,1.9453725898878683e-18,9.675132568761746e-26,0.00047204944199534727,0.9995279384331561,2.9202539956755682e-126
"El Paso city, Texas",48,24000,3,3,0.002103293756336428,2.3833796447931353e-07,1.3657572625654571e-11,0.9978964678920419,0.0,1.4571706290508034e-41
"Fort Worth city, Texas",48,27000,0,3,0.9466693155831651,0.0528237396233008,0.00014543169827567742,0.0003615130952581183,0.0,2.073114857460615e-52
"Frisco city, Texas",48,27684,2,0,2.7855401075577388e-06,9.296587685666294e-12,0.9999972144505965,2.8953650023248314e-50,0.0,0.0
"Garland city, Texas",48,29000,0,1,0.9999991881095208,7.309800077294432e-14,2.1930049835731263e-19,8.118904067653337e-07,0.0,2.17682319741024e-75
"Grand Prairie city, Texas",48,30464,0,4,0.9999935576243527,1.569384074124169e-14,1.1045383322385382e-11,6.44236458624172e-06,0.0,4.5969198345546494e-214
"Harlingen city, Texas",48,32372,3,5,5.3095654961671865e-30,8.885288039008057e-53,8.626711240142742e-215,0.9973463925643883,0.0026536074356129087,1.6124085836244968e-45
"Houston city, Texas",48,35000,5,5,0.0003468744195045556,0.000696396073236221,9.96042601255804e-25,0.000320672652006031,0.0,0.9986360568552535
"Irving city, Texas",48,37000,1,2,0.2505410227536544,0.749458836387151,5.257178569058662e-15,1.4085918853901333e-07,0.0,3.978085861429991e-94
"Killeen city, Texas",48,39148,3,3,4.3510839881379415e-06,6.697652076197842e-13,5.96538250032501e-42,0.9999956489153428,0.0,4.497868653388179e-27
"Laredo city, Texas",48,41464,3,1,0.12856759002457296,1.249607871954263e-17,6.166039451495922e-50,0.8714322656823471,0.0,1.4429308088481025e-07
"League City city, Texas",48,41980,2,0,3.8940844635310666e-06,8.645618141807745e-12,0.9999961059068904,2.747126177749094e-32,0.0,4.782272320905545e-218
"Lewisville city, Texas",48,42508,4,0,5.94516617798339e-05,1.3104246801245246e-06,0.00016954252161427796,3.1429916727499116e-10,0.9997696950776266,3.863269348883377e-65
"Longview city, Texas",48,43888,4,3,3.841830710314345e-06,1.2692414523742446e-05,4.089697633357809e-15,0.007949552299921404,0.9920339134548405,2.657534222036745e-17
"Lubbock city, Texas",48,45000,3,3,0.021370862039396903,2.9839057882093358e-05,9.934904323351363e-07,0.9785983047691906,0.0,6.430981754696548e-10
"McAllen city, Texas",48,45384,5,5,9.353551512155939e-10,3.5431751039788966e-28,2.0287304769156224e-40,0.0005178779302438649,0.0,0.9994821211344002
"McKinney city, Texas",48,45744,2,0,0.0007530146426112823,5.324279542461532e-06,0.9992416610778461,9.85715667549266e-27,0.0,9.164186426353833e-277
"Mesquite city, Texas",48,47892,0,1,0.9998914294938108,1.5031975326704695e-10,0.00010848475773762965,8.559813106876161e-08,0.0,5.78765683723637e-16
"Midland city, Texas",48,48072,4,3,9.354694932551271e-08,6.060299226891383e-10,5.3787991858054e-32,1.1757112776348473e-07,0.9968772374032107,0.003122550872682307
"Mission city, Texas",48,48768,4,5,5.088537239336581e-15,6.907703528223002e-22,2.733423869209634e-32,2.236394350781031e-05,0.9999776360564864,3.769406621545775e-31
"Missouri City city, Texas",48,48804,4,4,1.3971544774467615e-07,2.7478279231300776e-16,1.3250462735938595e-07,1.4581020355443044e-24,0.9999997277799249,0.0
"New Braunfels city, Texas",48,50820,4,4,0.00011033663024703716,1.2678321755869181e-06,9.673558029408671e-05,2.3217148302086263e-10,0.9997916597251119,3.262368757402519e-132
"North Richland Hills city, Texas",48,52356,4,0,9.261257909085613e-06,6.163919654945432e-20,8.133498066244757e-05,3.558304886850217e-15,0.9999094037614251,1.1692088883803378e-281
"Odessa city, Texas",48,53388,4,3,6.623185695926158e-06,6.438972034757987e-13,9.722622887820329e-14,1.1450237505376427e-10,0.9999933766990609,1.0458078137918157e-44
"Pasadena city, Texas",48,56000,5,1,0.00014135868141881955,4.991614487952708e-18,6.293239054297453e-50,3.3608256876240994e-07,0.0,0.9998583052360127
"Pearland city, Texas",48,56348,4,0,8.89489359531056e-08,1.1937026838208532e-19,0.0029277252007952792,9.698800605999549e-43,0.9970721858502679,0.0
"Pharr city, Texas",48,57200,4,1,8.702427252807846e-11,7.015691146520201e-40,7.670890584009121e-110,6.359318634016296e-05,0.9999364067266371,4.457294152762917e-75
"Plano city, Texas",48,58016,2,0,0.00025532075511449173,0.010233657986297799,0.9895110212585869,1.1287058954129269e-18,0.0,9.850034376332141e-174
"Round Rock city, Texas",48,63500,2,0,0.11289417033884004,0.0021165518001309454,0.8849892774854621,3.755668632555388e-10,0.0,1.7255600631810838e-222
"San Angelo city, Texas",48,64472,1,3,1.069499321562102e-05,0.968234003141148,5.068091278261194e-09,0.03175529679754492,0.0,4.324262191678962e-88
"San Antonio city, Texas",48,65000,3,3,0.09856318363134867,0.18936956426352936,1.9619956145579047e-09,0.7120672501431262,0.0,2.5291051993570584e-26
"Sugar Land city, Texas",48,70808,4,0,6.348627402720448e-08,5.92735496285512e-09,0.0004319912828859932,9.488498675071294e-51,0.9995679393034856,8.589552600739509e-147
"Temple city, Texas",48,72176,4,3,2.4368455009563835e-08,0.00011500855587573342,9.815706955516762e-25,0.01777218045362715,0.9821127866220425,1.87378064523621e-35
"The Woodlands CDP, Texas",48,72656,4,0,5.4747197525389725e-12,1.9422081277693163e-15,3.593530121590381e-07,2.2452457925094822e-53,0.999999640641511,4.308894306003658e-169
"Tyler city, Texas",48,74144,4,3,3.2917223944941293e-06,0.0004593942165397341,7.392432368494034e-16,0.0004871640692389488,0.9990500198859517,1.30105874402067e-07
"Victoria city, Texas",48,75428,4,3,1.6643943166425526e-12,7.984434028985883e-21,4.42027332131086e-11,0.00025278783426883574,0.9997472121198637,3.5563595731655493e-152
"Waco city, Texas",48,76000,3,5,0.00014701682365591997,3.991037989977929e-09,1.5452432302673542e-16,0.9998529791853055,0.0,1.2797261106948999e-20
"Wichita Falls city, Texas",48,79000,3,3,2.2631677269188124e-06,0.018700682500192887,1.9166761234128894e-14,0.9812970543320607,0.0,2.251151494740632e-89
"Ogden city, Utah",49,55980,0,3,0.9165413865713271,0.002763428398245038,1.7823155354130034e-05,0.08067736187507367,0.0,4.5730056903155684e-222
"Orem city, Utah",49,57300,1,2,0.07397658074657835,0.9138099709304799,7.763539848654534e-07,0.012212671968957194,0.0,3.477036697843764e-167
"Provo city, Utah",49,62470,3,2,2.1039167791566096e-13,6.934760984121214e-05,2.724465234318501e-21,0.999930652389948,0.0,2.235748711238797e-22
"St. George city, Utah",49,65330,4,3,4.855747261043165e-11,1.2855971936293448e-10,2.0766203321655656e-07,1.627174743434492e-09,0.9999997905336746,0.0
"Salt Lake City city, Utah",49,67000,1,2,0.011631097236937444,0.8600389822780674,0.009502323906352004,0.11882759657864343,0.0,6.309323604213479e-41
"West Jordan city, Utah",49,82950,2,4,0.00045641235026237716,1.579791006071579e-14,0.9995435876497223,1.1089666793831138e-22,0.0,0.0
"West Valley City city, Utah",49,83470,0,4,0.999946713735278,8.438902641047807e-10,5.210203345454838e-05,1.1833873772011252e-06,0.0,0.0
"Alexandria city, Virginia",51,1000,4,0,7.741973792723438e-08,3.0447454482066084e-09,7.163822354272116e-07,6.104514393756111e-29,0.9999992031532812,1.339685658539821e-256
"Arlington CDP, Virginia",51,3000,4,0,4.034028187706133e-07,5.176021201295437e-16,0.0009062730166180513,1.3276443563024664e-47,0.9990933235805631,6.281442142800683e-296
"Chesapeake city, Virginia",51,16000,0,4,0.9542050007610426,0.004681308699555972,0.041113690493084366,4.631676806873975e-11,0.0,9.53204222042913e-63
"Hampton city, Virginia",51,35000,0,3,0.527425601284725,0.3821529877857924,9.274236816093973e-06,0.09041213669266743,0.0,6.303809202944003e-45
"Lynchburg city, Virginia",51,47672,3,3,6.870946750249666e-09,0.0756289655158938,6.018918469673804e-08,0.924370967423975,0.0,1.0312651105655906e-42
"Newport News city, Virginia",51,56000,3,3,0.0016040280003821324,0.1913326335421206,0.0008675450533578951,0.8061957934041394,0.0,2.3263324264227435e-23
"Norfolk city, Virginia",51,57000,1,2,0.11698348566981139,0.7334888218865994,0.03999831506428013,0.10952937737930868,0.0,2.3396234232438914e-28
"Portsmouth city, Virginia",51,64000,3,3,6.186543799244725e-05,0.0006520251826325951,5.528919116142257e-07,0.9992855564874634,0.0,1.1757777725485771e-166
"Richmond city, Virginia",51,67000,3,2,0.004762320063635493,0.4541559561546037,4.138816300525445e-06,0.5410775849654604,0.0,6.01285557791256e-28
"Roanoke city, Virginia",51,68000,4,3,2.035636477037497e-14,2.663130965587385e-06,9.396217128473569e-27,0.0029247613425417845,0.9970725755264724,1.5147043189433267e-38
"Suffolk city, Virginia",51,76432,2,4,0.3468471751172475,6.13862477258548e-05,0.6530914194544749,1.918055115885482e-08,0.0,3.230503694788569e-144
"Virginia Beach city, Virginia",51,82000,2,4,0.08496086005732964,0.016995321304418026,0.8980436512534608,1.6738479180551051e-07,0.0,3.9163171442658727e-146
"Auburn city, Washington",53,3180,4,4,0.0002145350569242876,2.3720666041017286e-13,5.3975427095325264e-11,1.0304860337725142e-19,0.9997854648888632,1.883546128866777e-38
