NAME,state,place,cluster_gmm,cluster_kmeans,GMM_p_k0,GMM_p_k1,GMM_p_k2,GMM_p_k3,GMM_p_k4,GMM_p_k5,GMM_p_k6,GMM_p_k7
"Lake Charles city, Louisiana",22,41155,5,2,0.0,2.242477048576054e-55,3.1796381473918927e-21,0.2251020706409072,7.183773193898053e-08,0.7748200564629736,5.759307406004507e-15,7.78010583814695e-05
"Metairie CDP, Louisiana",22,50115,3,4,0.0,6.188515447996377e-53,3.8669615431120225e-13,0.9964605677949337,8.036701893845092e-09,1.3317829088451916e-09,1.1294088059443685e-16,0.003539422836193995
"New Orleans city, Louisiana",22,55000,5,2,0.0,1.1771341110707167e-23,7.864743424935452e-17,0.0,0.038518698985894106,0.9606196778462274,8.952849308569857e-19,0.0008616231678775651
"Shreveport city, Louisiana",22,70000,7,2,0.0,8.554388040498385e-33,1.0057458394555397e-11,0.0,0.00019063055121815801,4.7391216773789996e-12,1.8692776319133858e-09,0.9998093675647075
"Baltimore city, Maryland",24,4000,7,5,0.0,2.016729414467831e-10,0.0009767246261694594,0.0,0.3408169609914718,1.8870098872936682e-25,9.140293719844012e-11,0.6582063140892832
"Frederick city, Maryland",24,30325,3,3,0.0,3.4825616003901637e-06,5.311516193384661e-05,0.9999412361538346,2.1661226312484063e-06,1.1130387996585987e-94,2.1967823121421044e-75,6.599108517299801e-18
"Gaithersburg city, Maryland",24,31175,3,6,0.0,9.368203462009339e-08,4.933049510243983e-06,0.9999949576165553,1.5651899394388236e-08,3.2342240116751835e-261,1.5293807508002847e-66,2.0947618169311316e-33
"Glen Burnie CDP, Maryland",24,32650,3,3,0.0,1.9999297320204582e-05,0.0007997381200040801,0.9991084525113147,7.165857647449277e-05,5.252793784291001e-33,4.3241359808217175e-33,1.5149488651136634e-07
"Rockville city, Maryland",24,67675,3,6,0.0,2.4111346875693267e-06,8.11207861372576e-11,0.999997578127763,1.0656427841928515e-08,5.630539873084346e-230,1.5555978018552604e-73,1.1629116363804044e-74
"Boston city, Massachusetts",25,7000,4,5,0.0,0.0020296310195523945,0.17580252128851315,0.0,0.822167847691931,8.009446099962172e-217,2.8520823984619074e-15,1.2276307021848136e-18
"Brockton city, Massachusetts",25,9000,2,1,0.0,1.2827861386156436e-07,0.9999389037661278,0.0,6.09679547062993e-05,1.0827662996087438e-107,5.497402622677278e-13,1.802222063749534e-15
"Fall River city, Massachusetts",25,23000,3,1,0.0,1.021201059445206e-27,5.3153659712782294e-09,0.9999999914674493,4.514403148553763e-11,8.499605156749471e-14,3.171955467382686e-09,6.000778409005873e-16
"Framingham city, Massachusetts",25,24960,3,6,0.0,5.1703132009569345e-09,0.00041669937609805513,0.9994782398993053,0.00010505555428383177,8.533834930114641e-136,2.392089478944363e-45,6.318573926611746e-20
"Lawrence city, Massachusetts",25,34550,3,1,0.0,1.4196039315461177e-36,2.180596952943341e-05,0.9999781940304711,8.899531769755649e-19,1.0580646668592312e-107,6.801021447179008e-17,4.929635582804681e-28
"Lowell city, Massachusetts",25,37000,2,1,0.0,2.0007927822162984e-32,0.9999964518914064,0.0,3.548066135568364e-06,3.343900750085886e-51,2.8480658174614803e-11,1.3978170093444713e-11
"Lynn city, Massachusetts",25,37490,6,1,0.0,1.746963286250326e-25,0.0052970001485041435,0.0,3.903627215884246e-09,1.2030332640156362e-59,0.994702995947867,1.1552488720869013e-15
"Malden city, Massachusetts",25,37875,3,6,0.0,1.9537666767418485e-09,1.8333700732349443e-05,0.9999816628465589,1.4989421677180735e-09,4.875199846096072e-201,1.5960914466487237e-80,4.909766691824559e-30
"New Bedford city, Massachusetts",25,45000,6,7,0.0,2.242643277516076e-72,2.572843126695937e-07,0.0,3.2177024571446408e-15,2.847995937904954e-64,0.9999997426876235,2.806029434529116e-11
"Quincy city, Massachusetts",25,55745,3,6,0.0,1.9171129034105307e-05,2.7516973483825525e-05,0.9999533115706568,3.2682552730976803e-10,6.55598341736135e-144,4.257024937987465e-92,6.280962081582175e-22
"Somerville city, Massachusetts",25,62535,3,6,0.0,0.00029228002565209835,1.402181611730475e-09,0.9997077185721407,2.6116016701555423e-14,0.0,2.4826456211239068e-114,1.5586176499538812e-69
"Springfield city, Massachusetts",25,67000,7,2,0.0,1.6291088294374425e-59,0.00012807382380824764,0.0,2.0224170336048965e-06,5.4213355665785325e-25,6.943287520713586e-07,0.9998692094304068
"Worcester city, Massachusetts",25,82000,6,7,0.0,4.839681104934353e-25,0.0026968471084325672,0.0,1.0943084719709536e-05,1.9938219816432922e-30,0.997288522878784,3.6869280639763686e-06
"Dearborn city, Michigan",26,21000,3,2,0.0,9.273787986452108e-76,2.5175280738289258e-14,0.9999999999997993,3.185600796732726e-23,1.7540379749692818e-13,2.508493044590321e-28,4.38103171511873e-19
"Detroit city, Michigan",26,22000,7,2,0.0,2.85475829401217e-106,9.515964485916922e-34,0.0,9.839243123746354e-18,5.673031012107038e-09,2.5627189757910716e-21,0.9999999943269682
"Farmington Hills city, Michigan",26,27440,3,3,0.0,7.251645785319527e-15,6.194756033594209e-11,0.9999999998992948,3.8750627441284755e-11,1.9576000996504757e-22,9.635559272102969e-25,1.5442025537424432e-31
"Flint city, Michigan",26,29000,5,2,0.0,9.852107208052827e-102,7.737013921100295e-40,0.0006438819130761684,9.094971244922868e-20,0.9993298344174041,1.1220749862772403e-16,2.628366951994128e-05
"Grand Rapids city, Michigan",26,34000,4,3,0.0,8.414203169103657e-07,0.0032628519661276768,0.0,0.9936051429311068,7.419243371776211e-12,4.826222669874802e-41,0.0031311636750297363
"Kalamazoo city, Michigan",26,42160,3,4,0.0,1.695718811681795e-14,2.886675890181263e-09,0.999988550133823,8.724087711089685e-06,1.9053035919366102e-10,1.4482073147954227e-14,2.7227012282260176e-06
"Lansing city, Michigan",26,46000,7,4,0.0,4.849973058854749e-65,3.872628622349611e-10,0.0,1.5087596043712277e-11,6.85588602000983e-15,8.184654290429468e-13,0.9999999995968238
"Livonia city, Michigan",26,49000,1,3,0.0,0.9743160951690498,0.025668104034670187,0.0,1.580079433853009e-05,1.3631080625285638e-26,6.606996769334702e-47,1.9411942312118265e-12
"Southfield city, Michigan",26,74900,3,3,0.0,1.1945086760928863e-08,7.904786756955811e-08,0.9999830443442439,1.686164588125082e-05,2.921381640419948e-09,1.7206989287855364e-35,9.55386688860713e-11
"Sterling Heights city, Michigan",26,76460,2,0,0.0,3.828357225746671e-12,0.9998728563565752,0.0,0.0001130502253382738,9.619069587854858e-41,5.525640158137656e-20,1.4093414258147502e-05
"Troy city, Michigan",26,80700,3,3,0.0,0.0023186881824223205,8.551122943536834e-10,0.9976808359772615,4.7498520347501455e-07,4.679695957524482e-158,1.3300806404662938e-95,5.5759585110729746e-36
"Warren city, Michigan",26,84000,6,7,0.0,5.732760871727417e-30,0.0006906174290899523,0.0,2.409065871695756e-11,1.5084235387158537e-07,0.9993092317044633,1.5938556077642611e-15
"Westland city, Michigan",26,86000,3,4,0.0,1.5210890474984974e-37,5.163685478127705e-10,0.9983236638114914,3.4495554917993034e-05,2.227465893233032e-20,3.5403574803604164e-21,0.001641840117222747
"Wyoming city, Michigan",26,88940,3,3,0.0,3.3431991020637175e-08,2.0514666958323432e-07,0.9999997012655497,5.493237949393562e-08,4.8286727644235935e-09,9.337572040080487e-49,3.947380031654893e-10
"Bloomington city, Minnesota",27,6616,3,3,0.0,0.0007771899467520849,4.883582084944554e-05,0.9991666531965987,6.854504837033142e-06,8.535099814511874e-28,6.535087798927014e-47,4.6653096277893254e-07
"Duluth city, Minnesota",27,17000,7,4,0.0,7.23699578910213e-15,4.8480406427842265e-05,0.0,0.0002996966930983073,2.161080037165192e-15,3.7984578126028174e-10,0.9996518225206186
"Minneapolis city, Minnesota",27,43000,4,5,0.0,0.011716524218272921,2.543767518121692e-06,0.0,0.9882809246981861,7.333465404084928e-36,1.84504950704823e-40,7.316023038175642e-09
"Rochester city, Minnesota",27,54880,3,3,0.0,0.0004637334540100515,4.7540350717343875e-05,0.9990337258920379,0.0004549053284675578,2.8958396511282074e-19,8.806376708625904e-50,9.497476731992e-08
"St. Cloud city, Minnesota",27,56896,3,4,0.0,1.6147100998162607e-28,3.0986116512423624e-09,0.9998133860781637,3.5474546510049213e-07,5.0552591725299015e-08,1.5116564129527905e-19,0.00018620552516761127
"St. Paul city, Minnesota",27,58000,7,5,0.0,1.6384680190428832e-11,0.0003263725411803341,0.0,0.4553543838378317,7.867913907796635e-37,2.0898646972921676e-13,0.5443192436043944
"Gulfport city, Mississippi",28,29700,7,2,0.0,1.0506007373740602e-50,5.860581647868019e-13,0.0,1.137611218454724e-07,1.8308566351422298e-06,5.887365879509105e-09,0.9999980494942908
"Jackson city, Mississippi",28,36000,7,2,0.0,1.0825684883627177e-66,2.3900277635252416e-18,0.0,1.711705575437353e-09,1.8416747611381919e-10,7.45938078582526e-16,0.9999999981041263
"Columbia city, Missouri",29,15670,4,5,0.0,2.1982595923202936e-10,8.70977585414543e-10,0.0,0.9999999988988151,5.0257426527292626e-48,2.1040993846283908e-27,1.0381306101267948e-11
"Independence city, Missouri",29,35000,7,4,0.0,4.293866818176369e-17,0.00030919536522290363,0.0,0.001114755214667822,9.182075965346084e-06,9.626076499514005e-07,0.9985659047364936
"Kansas City city, Missouri",29,38000,7,4,0.0,4.122314293477325e-16,0.00017298186345129674,0.0,0.0024182203334662073,0.00017849692045596022,2.1171923443289787e-08,0.9972302797107023
"Lee's Summit city, Missouri",29,41348,3,3,0.0,0.000878158232816181,6.381190062783781e-07,0.999091910602395,2.9293045781921496e-05,9.753468730525819e-27,1.40068421749574e-46,7.445057612172957e-16
"O'Fallon city, Missouri",29,54074,3,3,0.0,0.00015506754451461685,2.739882360167789e-05,0.999817533631884,1.6092474036126725e-16,8.964430040770514e-50,6.7793952045883185e-78,8.415133665187185e-26
"St. Charles city, Missouri",29,64082,3,3,0.0,2.9082452734176e-07,9.251124696726047e-05,0.9998124597022128,7.151228707778058e-05,1.9621177359872583e-07,2.592942248535342e-23,2.3029727441277174e-05
"St. Joseph city, Missouri",29,64550,5,4,0.0,1.2350113740357038e-15,3.398726805435957e-11,0.0,1.6486163292227583e-05,0.9999128841014167,1.0176695876955658e-19,7.062970130274471e-05
"St. Louis city, Missouri",29,65000,5,2,0.0,1.276279513090133e-25,1.7019585443310043e-09,0.0,0.019055933071575257,0.9780654181651078,2.319519252780925e-22,0.002878647061358631
"Springfield city, Missouri",29,70000,4,4,0.0,1.7106365286591618e-16,0.00039378027568644247,0.0,0.9966756709789473,0.0003376877660000567,4.2573252524516395e-18,0.0025928609793652484
"Billings city, Montana",30,6550,7,4,0.0,6.861656645735428e-12,0.0020781833709536783,0.0,0.0006207889053759163,5.163497323235559e-11,2.398164803996267e-12,0.9973010276627756
"Missoula city, Montana",30,50200,4,3,0.0,6.763544041772354e-05,7.254724923624951e-06,0.0,0.9999251096212831,1.8624644844691255e-10,5.846746424580587e-28,2.7129710912296294e-11
"Lincoln city, Nebraska",31,28000,4,3,0.0,4.7792032974844185e-06,0.00011383639897117057,0.0,0.9088412176914329,2.1355171320431933e-15,7.233258359482395e-31,0.0910401667062958
"Omaha city, Nebraska",31,37000,7,4,0.0,5.526836633816285e-10,0.005479567714890036,0.0,0.04593021519962269,5.97277251768432e-28,8.542663940825546e-17,0.9485902165328032
"Enterprise CDP, Nevada",32,23770,2,3,0.0,1.39792949355914e-06,0.999802290631662,0.0,0.0001963114388443518,2.988290617640264e-73,1.9623998127117317e-65,1.4942838169101373e-22
"Henderson city, Nevada",32,31900,2,0,0.0,0.0004359204079143682,0.9095069995070539,0.0,0.0900570800838103,1.8127235485274121e-59,2.670428526276684e-23,1.221905285370436e-12
"Las Vegas city, Nevada",32,40000,4,4,0.0,4.117696385742442e-08,0.3897102704479471,0.0,0.6102868601529435,3.255056106966156e-38,1.3542349840922757e-07,2.6927986470975855e-06
"North Las Vegas city, Nevada",32,51800,2,0,0.0,1.9237746162589103e-16,0.9999999999999911,0.0,8.54934526228283e-15,1.3127804567535404e-39,1.414606815560836e-39,1.7693030648612493e-24
"Paradise CDP, Nevada",32,54600,5,2,0.0,1.0819667671080502e-25,4.792117636002362e-10,0.0,4.2929642079942495e-06,0.9974624116946131,2.6944969661959725e-06,0.0025306003650012424
"Reno city, Nevada",32,60600,2,5,0.0,0.00027258415665268554,0.7926670114005272,0.0,0.20252109576722618,7.062626173112437e-108,2.636115978875218e-27,0.004539308675593667
"Sparks city, Nevada",32,68400,2,0,0.0,4.715328223520062e-09,0.9999316448346883,0.0,6.834864399795057e-05,9.229709408185267e-18,3.527181501215488e-14,1.8059497030556021e-09
"Spring Valley CDP, Nevada",32,68585,4,0,0.0,2.474078242434703e-08,0.027770084594021003,0.0,0.9722298122546459,1.7449613202794265e-20,2.89636382222772e-10,7.81209147954892e-08
"Sunrise Manor CDP, Nevada",32,71400,6,7,0.0,2.6325176904116517e-44,0.0024966163273767617,0.0,4.4154411185230825e-13,2.7132936569508167e-18,0.9975033811142117,2.557969543744213e-09
"Manchester city, New Hampshire",33,45140,4,3,0.0,1.4101128543920497e-05,0.09626126219654485,0.0,0.9037236778681469,4.635401729674109e-36,2.200161800224142e-21,9.588067634416274e-07
"Nashua city, New Hampshire",33,50260,3,3,0.0,2.4692870706916746e-07,0.0001040687436034112,0.9998956787111692,5.580033754849072e-09,9.370853916630703e-78,6.689069352662318e-32,3.64863958298066e-11
"Bayonne city, New Jersey",34,3580,3,3,0.0,2.147293189804597e-17,8.367524178364442e-07,0.9999991620304665,1.2171159864771455e-09,1.6026235973121817e-89,1.0577826462474042e-17,3.092448466180863e-17
"Camden city, New Jersey",34,10000,6,7,0.0,3.088589147923482e-94,8.534294187632738e-20,0.0,1.6969428549928014e-40,1.9487500762644218e-258,1.0,4.091812196106961e-25
"Clifton city, New Jersey",34,13690,4,0,0.0,5.375076942037364e-10,0.0053980350081205474,0.0,0.9946018921201365,2.802502996951019e-26,3.737434597970958e-08,3.495988921187379e-08
"East Orange city, New Jersey",34,19390,3,4,0.0,2.0991098712022902e-26,7.204869857272706e-06,0.9999927612503349,1.618887844859543e-08,3.757550487293976e-42,1.4772090725795549e-08,2.91883875794344e-09
"Elizabeth city, New Jersey",34,21000,6,7,0.0,1.0714004013728416e-100,5.731748497042559e-15,0.0,6.135334135463036e-31,6.146576789387672e-73,0.9999999999999947,7.290164354547096e-25
"Jersey City city, New Jersey",34,36000,1,5,0.0,0.99999960901952,3.908045171195352e-07,0.0,1.7596218040271621e-10,2.347645524365833e-267,3.731833032275931e-27,7.385810579248716e-28
"Newark city, New Jersey",34,51000,6,7,0.0,1.711201585802683e-40,1.4864616422759566e-06,0.0,1.5076900924157105e-12,3.853909476365936e-128,0.9999985135352104,1.6394865245959668e-12
"Passaic city, New Jersey",34,56550,3,1,0.0,5.072826301458226e-53,0.0001545668566953612,0.9998454331432955,9.083894847402598e-15,1.157594628456596e-50,5.700640025941548e-19,3.0413592066611e-23
"Paterson city, New Jersey",34,57000,2,1,0.0,5.177477441901875e-38,0.9999989788144541,0.0,7.943282371714163e-07,3.1938265557494476e-51,2.2685730824408343e-07,5.940719106875564e-20
"Toms River CDP, New Jersey",34,73110,3,3,0.0,5.589296000655649e-09,5.400806168200506e-05,0.9999459863218475,2.717410226056038e-11,2.561027555728451e-26,1.5802709589267453e-113,2.2552162554069263e-17
"Trenton city, New Jersey",34,74000,3,1,0.0,9.172913311621127e-44,3.913049299737021e-06,0.9999960869497436,8.001798120427405e-21,2.1806013398390465e-101,9.44117400706172e-13,1.2520526477093713e-14
"Union City city, New Jersey",34,74630,3,1,0.0,1.6168294030097002e-43,7.93809916062074e-08,0.999999920618913,9.478012923300931e-14,1.9378804787035118e-89,8.302971384517026e-17,5.472282832552982e-18
"Albuquerque city, New Mexico",35,2000,7,4,0.0,2.408357370812171e-11,0.004065208116203703,0.0,0.12286384658674128,8.318256479142955e-09,2.0668965197802962e-07,0.8730707302650629
"Las Cruces city, New Mexico",35,39380,5,4,0.0,2.475147372918735e-21,6.168143396774297e-10,0.0,3.7055669012205033e-05,0.9966561492057734,4.491116123909411e-13,0.003306794507950511
"Rio Rancho city, New Mexico",35,63460,3,3,0.0,7.037912508658428e-10,0.00013995822865948347,0.9998600251495816,1.5917962005976352e-08,4.35268857244134e-26,4.7612081694322996e-57,5.493912917800423e-15
"Santa Fe city, New Mexico",35,70500,3,5,0.0,2.7034863520233026e-05,2.3517462636371243e-07,0.9999726572322276,7.272957310256787e-08,9.915424582562842e-19,1.0553297375760224e-41,5.2325537474387676e-14
"Albany city, New York",36,1000,3,5,0.0,1.897980661120299e-19,4.631358004628322e-09,0.9999712922207942,2.8405683991817094e-05,1.688966475724078e-09,1.3417363989078886e-13,2.957747552393345e-07
"Buffalo city, New York",36,11000,7,2,0.0,3.898147956268823e-28,1.4403622305888207e-07,0.0,0.000746978954530849,0.0003414518348246817,0.00037553135477244256,0.9985358938196494
"Cheektowaga CDP, New York",36,15000,3,4,0.0,2.4887787568950882e-18,3.4995635313911046e-06,0.9999532934584733,8.223609213956882e-09,5.8103774001857007e-11,1.3336100582400142e-21,4.319869628263742e-05
"Mount Vernon city, New York",36,49121,3,5,0.0,6.3959560352199756e-09,1.1472049529677148e-05,0.9999878476633277,6.737762806188809e-07,7.149715334990782e-98,2.6634797487615248e-15,1.1490323741947581e-10
"New Rochelle city, New York",36,50617,3,5,0.0,3.593789542112913e-12,9.574474431822514e-07,0.9999990059553208,3.659346103053077e-08,4.976051128502742e-202,1.8126832928400624e-13,3.955879985495923e-21
"New York city, New York",36,51000,6,5,0.0,7.468133954677921e-10,0.00014277911911998286,0.0,0.00016388893016656985,3.8689834274707265e-171,0.9996933312016961,2.2033947635717222e-12
"Rochester city, New York",36,63000,7,2,0.0,7.462655304886856e-62,9.699611947291082e-12,0.0,3.4673400142213183e-07,0.0001084102059594386,1.0233857482658954e-10,0.9998912429480012
"Schenectady city, New York",36,65508,3,5,0.0,1.2162455987261407e-20,3.3240464964521794e-07,0.9999995787971042,8.415270157979961e-08,6.845636976240105e-12,1.7776610649667154e-10,4.4609328218140625e-09
"Syracuse city, New York",36,73000,6,7,0.0,2.6946949404709786e-54,6.416479359201543e-13,0.0,4.919559906527099e-16,5.128887723362932e-47,0.9999999999971436,2.214367732248521e-12
"Yonkers city, New York",36,84000,2,1,0.0,6.817016283406289e-16,0.9998457714797058,0.0,0.00015320852547251644,1.847508186573424e-97,9.856750663187913e-07,3.431975511367789e-08
"Asheville city, North Carolina",37,2140,5,2,0.0,9.284367423936839e-94,2.8064961640082875e-48,0.0,2.523091028927955e-17,1.0,2.0814524834900512e-92,5.352329173872826e-38
"Charlotte city, North Carolina",37,12000,4,5,0.0,0.027627238203652447,0.004878629098706411,0.0,0.9674738384425676,9.731846390415642e-63,1.3005769405367877e-28,2.0294255073435514e-05
"Concord city, North Carolina",37,14100,3,3,0.0,3.1542377589801397e-06,0.0004741730695236176,0.9993056833685177,0.00017841737246431134,3.5924898560050765e-33,2.561771915503164e-53,3.8571951735294674e-05
"Durham city, North Carolina",37,19000,1,5,0.0,0.9386601860156578,0.00013730002773808915,0.0,0.06120251366036544,2.9598557826931884e-10,2.820874119464537e-50,2.535020995733372e-13
"Fayetteville city, North Carolina",37,22920,4,4,0.0,2.6440764225024105e-21,0.0016535169202507478,0.0,0.9575971179789343,7.741782666866074e-10,8.614684221241313e-08,0.04074927817979469
"Gastonia city, North Carolina",37,25580,6,7,0.0,4.9368493285704515e-67,7.40160159765658e-12,0.0,2.2121762188194913e-16,1.326839671602053e-07,0.9999609345072513,3.8932801380085534e-05
"Greensboro city, North Carolina",37,28000,4,4,0.0,4.551201300294645e-09,0.00477247139118648,0.0,0.9351841160846206,1.195929303162142e-07,1.3111981222864245e-09,0.06004328706886327
"Greenville city, North Carolina",37,28080,3,2,0.0,3.081801356670675e-38,4.556349742178505e-10,0.9999737822502651,7.988297143148911e-09,2.559067111536172e-05,5.083769238018116e-17,6.186346873108572e-07
"High Point city, North Carolina",37,31400,7,4,0.0,3.648360418871011e-27,4.309618693593026e-06,0.0,0.015182408404469676,2.3993750168902896e-07,1.3748075116319459e-11,0.9848130420255865
"Jacksonville city, North Carolina",37,34200,4,4,0.0,4.1021441707452487e-07,9.015463434261572e-06,0.0,0.9999905412890636,5.45119861350617e-15,4.234313553845506e-12,3.3028845986176616e-08
"Raleigh city, North Carolina",37,55000,4,5,0.0,0.02023353300392666,0.00016406860651923535,0.0,0.9796020824366585,1.522303808237757e-33,1.2556047590035816e-25,3.159528955690256e-07
"Wilmington city, North Carolina",37,74440,4,5,0.0,0.0003422517095466091,0.01681626368893104,0.0,0.9828145662846657,7.883805900242952e-09,2.209794158969424e-07,2.6689453634756845e-05
"Winston-Salem city, North Carolina",37,75000,5,5,0.0,5.140079624869244e-09,9.329146628937645e-05,0.0,0.005384458492405192,0.9945187533685462,4.482907646758806e-09,3.487049772668553e-06
"Bismarck city, North Dakota",38,7200,3,3,0.0,6.229793435001021e-10,3.4488252543313745e-08,0.9999884929032176,3.820036194156545e-06,4.306453499341252e-25,1.0010245429787142e-44,7.651949356739867e-06
"Fargo city, North Dakota",38,25700,3,3,0.0,6.681992987451337e-13,8.539011677577979e-10,0.9999980915532681,4.294915968060405e-08,1.6387849481818127e-19,1.882972034644261e-30,1.8646430027017272e-06
"Akron city, Ohio",39,1000,6,7,0.0,1.8387404114903728e-46,2.5692298360949276e-05,0.0,4.981837745569273e-10,7.983416080105498e-07,0.9997551075621763,0.0002184012996701433
"Canton city, Ohio",39,12000,5,2,0.0,7.735789689504197e-104,1.92253211037547e-21,0.04066608420993259,3.171939851313288e-17,0.9593335910125089,1.4054819078913655e-09,3.233720759027123e-07
"Cincinnati city, Ohio",39,15000,7,2,0.0,3.440505712391423e-34,9.005712102125851e-09,0.0,7.418561539980582e-05,1.476879258201123e-13,3.750608010227884e-12,0.9999258053749891
"Cleveland city, Ohio",39,16000,7,2,0.0,1.5636144572928254e-48,6.9218877238202145e-16,0.0,7.127335740518438e-07,4.564537183071766e-12,4.906474244448063e-06,0.9999943807876162
"Columbus city, Ohio",39,18000,4,4,0.0,3.861952367234244e-11,0.0035422707534081494,0.0,0.8417725588273445,2.2268804564683225e-06,1.9140218300243576e-13,0.15468294349997957
"Dayton city, Ohio",39,21000,7,2,0.0,1.3598586637571803e-44,3.126615102467315e-17,0.0,3.2329409148199613e-06,0.031633619019091785,1.1898375618790383e-08,0.9683631361416181
"Lorain city, Ohio",39,44856,3,4,0.0,3.9016194410047364e-28,2.5910858581491515e-07,0.9999627003810742,2.699769629285106e-07,5.7603322210447804e-08,1.4291637571647194e-07,3.657001367881584e-05
"Parma city, Ohio",39,61000,3,3,0.0,2.8780647917149476e-07,4.554451375825138e-05,0.9986157458171276,8.34826602004214e-06,2.1583934076785355e-08,1.4332389313014042e-26,0.0013300520126811378
"Toledo city, Ohio",39,77000,6,7,0.0,8.396747463681508e-58,9.346264248666816e-07,0.0,9.121821859538884e-07,3.6920518254953536e-06,0.9590742103512763,0.040920250788287385
"Broken Arrow city, Oklahoma",40,9050,2,3,0.0,0.004243844896539355,0.644896692414676,0.0,0.350105886208671,5.755988164303601e-34,2.951686221722292e-47,0.0007535764801143081
"Edmond city, Oklahoma",40,23200,3,3,0.0,0.0036591621826603756,5.5154847701646855e-09,0.996337050423488,3.781878366319789e-06,5.958337532513302e-51,7.606531910686939e-31,9.501943317830511e-31
"Lawton city, Oklahoma",40,41850,5,2,0.0,1.1562522216955857e-43,1.0275999793160352e-11,0.0,1.871932816689244e-05,0.997621556728447,0.0012676701359555563,0.0010920537971550756
"Norman city, Oklahoma",40,52500,4,4,0.0,3.9359445973224276e-15,2.2489098609475556e-07,0.0,0.9999992197074821,8.013686820296362e-15,2.7860673160118895e-16,5.554015194680398e-07
"Oklahoma City city, Oklahoma",40,55000,7,4,0.0,1.5601339454598602e-13,0.0004003596854415304,0.0,0.010914950144179055,3.737437118732705e-24,1.4426479024629051e-12,0.9886846901687804
"Tulsa city, Oklahoma",40,75000,7,4,0.0,1.1053383588972788e-16,0.00018531979613333282,0.0,0.030732444704717015,6.451808084279939e-20,6.553013075770871e-07,0.9690815801978423
"Beaverton city, Oregon",41,5350,3,3,0.0,2.990018984532357e-06,2.5343593971000854e-05,0.9999515298462711,2.013654077310829e-05,3.4223761379960454e-53,8.670462868713555e-36,1.1793168471168782e-16
"Eugene city, Oregon",41,23850,4,5,0.0,1.2764738424012334e-17,5.23474878049585e-07,0.0,0.9994928554084008,2.861113729054645e-20,0.000506538954835998,8.216188591673709e-08
"Gresham city, Oregon",41,31250,3,4,0.0,1.779647879379797e-18,0.00023559762326220076,0.9997617256683244,2.6059669247573148e-06,2.3806964035070993e-18,1.860273783865953e-15,7.074148680312976e-08
"Hillsboro city, Oregon",41,34100,2,3,0.0,1.3504906353405935e-07,0.9977049260653051,0.0,0.002294938885631743,1.085877347995376e-99,7.879175247565307e-41,2.1636492463879303e-18
"Medford city, Oregon",41,47000,3,4,0.0,2.1748124606709982e-16,0.0001892161512210737,0.9995279219435295,1.8860399796613518e-05,1.6986495856596793e-14,9.680911083946996e-09,0.00026399182452449717
"Portland city, Oregon",41,59000,4,5,0.0,0.17247959529148102,0.0007275819283653978,0.0,0.8267928187134017,1.0101807688753705e-45,5.355619836532447e-19,4.066751540077468e-09
"Salem city, Oregon",41,64900,2,4,0.0,1.985705003590322e-09,0.5800636244932258,0.0,0.4169064459842883,4.600593208376542e-31,2.2980449106916134e-15,0.003029927536779076
"Allentown city, Pennsylvania",42,2000,6,7,0.0,1.654770051730847e-53,9.7958330772977e-07,0.0,2.70655157816262e-20,1.1139447172571635e-07,0.9999989090222208,6.452620489301578e-17
"Bethlehem city, Pennsylvania",42,6088,3,4,0.0,1.4965386115533313e-13,0.00017626452811249498,0.9997801500623593,4.1753333108108795e-06,2.6123689202530257e-32,7.718920308458623e-13,3.941007529601833e-05
"Erie city, Pennsylvania",42,24000,7,2,0.0,7.210786943989706e-32,9.552717996608821e-08,0.0,0.0015475791497693207,2.4455016371751105e-08,4.288733529556879e-06,0.9984480121345048
"Philadelphia city, Pennsylvania",42,60000,4,5,0.0,1.179683257338546e-08,0.0009952954665009553,0.0,0.9988552800833759,1.0170825310670737e-10,0.00013575030868130162,1.3662242901851255e-05
"Pittsburgh city, Pennsylvania",42,61000,4,5,0.0,5.0218583838394426e-21,7.433405108999932e-10,0.0,0.999987189604607,1.2483991373226653e-08,6.393550054544606e-17,1.2797168060753195e-05
"Reading city, Pennsylvania",42,63624,6,7,0.0,2.515610383150009e-102,1.004872920434252e-20,0.0,8.399741319634782e-43,2.34349361323144e-146,1.0,1.4716928691148587e-33
"Scranton city, Pennsylvania",42,69000,7,2,0.0,1.107538280514247e-47,9.92103541933075e-19,0.0,4.5093546362110564e-07,8.03197846936574e-24,2.436146569541988e-08,0.9999995247030703
"Cranston city, Rhode Island",44,19180,3,3,0.0,1.1056762382024845e-09,4.551704631038806e-06,0.9999954138302978,3.7710207050583396e-10,2.7760499303205062e-109,1.4940920255921744e-49,3.2982292432917875e-08
"Pawtucket city, Rhode Island",44,54640,3,4,0.0,3.0964644783534637e-15,7.4434411525662745e-06,0.99996263001933,2.2146829911857704e-08,1.0124384797399719e-34,1.9293142776836106e-29,2.9904392684182426e-05
"Providence city, Rhode Island",44,59000,6,7,0.0,3.488256534648687e-51,6.879679121447117e-11,0.0,8.095087170284266e-20,9.835704782759989e-118,0.9999999999311804,2.2663289001526735e-14
"Warwick city, Rhode Island",44,74300,3,3,0.0,2.0965461048565235e-05,0.00044817062006628777,0.9995308573338166,6.2135311937664915e-09,8.798612151711738e-45,1.0544141696234785e-35,3.715374753477519e-10
