NAME,state,place,cluster_gmm,cluster_kmeans,GMM_p_k0,GMM_p_k1,GMM_p_k2,GMM_p_k3,GMM_p_k4,GMM_p_k5,GMM_p_k6,GMM_p_k7
"Union City city, California",6,81204,3,0,0.0,0.00012100035914697364,0.0009708548029117443,0.9989081447291663,1.087751469069344e-10,7.143890282657275e-247,5.028679283034918e-56,1.6130034767319425e-42
"Upland city, California",6,81344,3,3,0.0,3.6652818640636204e-06,0.0009844180325230519,0.9990119160901778,5.954350659085615e-10,1.0999783153527367e-130,1.6424095541134627e-38,6.3870781413803645e-18
"Vacaville city, California",6,81554,2,0,0.0,0.00035708789333394715,0.999642912105968,0.0,6.974949532368321e-13,1.3302435646001305e-247,3.4937627988025206e-85,2.1978991141657598e-39
"Vallejo city, California",6,81666,3,1,0.0,1.8479042180505752e-12,0.0009589357287213688,0.9990377858038991,3.2784602920797464e-06,4.6149732319083935e-12,6.242386202404505e-13,7.604907467368127e-24
"Victorville city, California",6,82590,2,1,0.0,1.122870088774095e-28,0.9999999999990674,0.0,9.32155502741117e-13,8.629705926314571e-30,1.2496551111558343e-29,3.3437910589266936e-21
"Visalia city, California",6,82954,2,0,0.0,6.47858135989191e-09,0.9988117522251441,0.0,0.0011882397899905955,1.0558642210280189e-74,6.014900445133418e-29,1.5062843642633187e-09
"Vista city, California",6,82996,3,0,0.0,1.3154221320403245e-08,0.00042625805589699493,0.9995734641097151,2.6468016615855126e-07,1.0258457413720191e-72,2.178552377176413e-26,8.257774180183716e-31
"West Covina city, California",6,84200,2,0,0.0,1.1108963846502016e-06,0.9999788326360205,0.0,2.0056467594926675e-05,1.1975013982665913e-77,3.1650582491288414e-30,1.9428733553900922e-27
"Westminster city, California",6,84550,3,1,0.0,3.345102852793882e-26,0.04979255528394199,0.950207444716058,4.261816320812839e-18,8.740982014478333e-103,2.095324736112812e-18,4.760944729845971e-27
"Whittier city, California",6,85292,3,0,0.0,7.321458602694225e-09,0.0005627803072201108,0.9994372097863174,2.5850038534163155e-09,1.0514500793227132e-134,5.27210426616942e-51,1.193649761436147e-23
"Yuba City city, California",6,86972,3,4,0.0,2.1194923625174128e-10,0.00029268557792176035,0.9997068996712968,2.291027481034305e-10,7.144744601129068e-99,1.6594887327326282e-31,4.1430972941812445e-07
"Arvada city, Colorado",8,3455,1,3,0.0,0.9824922908381513,0.017453795164365443,0.0,5.3913997483494e-05,9.92074331765863e-128,3.77981731103405e-82,1.1851513866543986e-33
"Aurora city, Colorado",8,4000,2,0,0.0,8.725391344976578e-10,0.9999993033356873,0.0,6.957917720389427e-07,3.4555794110527317e-72,1.614937538734973e-33,1.1568323988045825e-15
"Centennial city, Colorado",8,12815,1,6,0.0,0.9999751411291966,2.4787681854468712e-05,0.0,7.118894811966806e-08,9.554159251866259e-212,2.652990692722207e-122,1.1987401259757205e-57
"Colorado Springs city, Colorado",8,16000,4,3,0.0,0.01689601376331212,0.2116165012716455,0.0,0.7712984324850951,6.562185079308896e-27,1.7441339153897563e-29,0.00018905247994715455
"Denver city, Colorado",8,20000,4,5,0.0,0.059890253790799056,0.0001103829742530152,0.0,0.9399993631868968,4.386390478618296e-84,5.348331757339469e-39,4.805137850652752e-11
"Grand Junction city, Colorado",8,31660,3,3,0.0,5.3728354166788e-12,1.7157823651298618e-06,0.9999681447638853,3.0070366318682007e-05,9.084737578855179e-10,1.395284202443608e-16,6.817358451799604e-08
"Greeley city, Colorado",8,32155,2,4,0.0,4.5736505952566615e-11,0.9997465457696252,0.0,6.81054685123645e-05,8.571034330152568e-46,6.338839532641188e-16,0.00018534871612553417
"Lakewood city, Colorado",8,43000,4,3,0.0,0.0004855615986449062,0.011782801308251229,0.0,0.9877315788114588,2.180342178629703e-34,2.5750199109161856e-24,5.8281644816939175e-08
"Longmont city, Colorado",8,45970,3,3,0.0,0.0002804532710515701,5.602028485343017e-06,0.9997088928302432,5.051867579845493e-06,4.339083245496516e-33,1.7721530558597286e-54,2.6399902953088864e-12
"Pueblo city, Colorado",8,62000,5,4,0.0,4.5714658270021143e-29,0.0010257996173782993,0.0,0.0007295038907978326,0.9873471615362623,1.9623063666693087e-14,0.010897534955541136
"Thornton city, Colorado",8,77290,3,0,0.0,3.629047124049953e-05,0.0001449075119801225,0.9998187040903678,9.792641185749021e-08,1.8897467513797218e-34,3.05864209270924e-32,1.991453651968974e-24
"Westminster city, Colorado",8,83835,3,3,0.0,0.00019671737368310245,0.001050630787538541,0.9987520148773986,6.369613796728466e-07,5.8574124449546e-90,8.492532492517432e-64,1.0100673419039526e-18
"Bridgeport city, Connecticut",9,8000,6,7,0.0,4.155660181064363e-16,0.001584569217189684,0.0,0.00015415938679559928,2.907666065980952e-72,0.9982612713960136,1.7614988772035476e-17
"Danbury city, Connecticut",9,18430,3,0,0.0,3.6257587224467607e-07,0.0025011567894460593,0.9974577574474728,4.072318463852468e-05,1.3024312175331968e-27,3.235827509544093e-15,2.567398894192641e-12
"Hartford city, Connecticut",9,37000,6,7,0.0,9.973927768979759e-29,8.298913713160345e-19,0.0,2.4017371627895656e-08,4.238784772356433e-112,0.9999999753415828,6.410464194261397e-10
"New Britain city, Connecticut",9,50370,3,4,0.0,2.044966993717634e-18,1.0173666697057226e-13,0.9999999866655643,3.1375014190695166e-10,7.433183283631324e-25,9.879715252894893e-22,1.3020584098300954e-08
"New Haven city, Connecticut",9,52000,6,7,0.0,4.438104542678681e-44,3.6951599256897775e-12,0.0,4.867809269923713e-19,1.0754244563999615e-117,0.9999999999963052,5.477875562650751e-18
"Norwalk city, Connecticut",9,55990,3,6,0.0,0.0010690420734836492,7.751999060740825e-05,0.9988525918505788,8.460853298067325e-07,2.4427550890543197e-202,1.4718622163937463e-35,5.1660106294956075e-21
"Stamford city, Connecticut",9,73000,1,6,0.0,0.99702422842592,0.0011726518331071506,0.0,0.0018031197409722353,7.158624565761155e-174,6.469933351398298e-24,4.78368041050888e-37
"Waterbury city, Connecticut",9,80000,3,2,0.0,9.74853814839644e-40,2.130987853884723e-09,0.9999999978358769,3.313544825584791e-11,7.71970204846398e-23,4.4040411357706923e-17,1.2703984603847266e-17
"Wilmington city, Delaware",10,77580,3,5,0.0,1.0532082134809582e-17,2.0204180815476922e-09,0.9999993517542484,5.090217788647459e-07,1.1416098265623801e-54,1.964759645058922e-08,1.1755595854424247e-07
"Washington city, District of Columbia",11,50000,4,5,0.0,3.0482021628439615e-09,2.700357386314226e-07,0.0,0.9999997269160588,4.107391478151695e-200,1.10928073707999e-21,4.7865812396031716e-30
"Boca Raton city, Florida",12,7300,4,5,0.0,1.901563990406566e-21,3.337629092600564e-17,0.0,1.0,1.0079872429409016e-108,6.148346122314017e-48,3.026486612059211e-50
"Boynton Beach city, Florida",12,7875,3,0,0.0,1.0512231295316621e-29,1.2766497435077044e-22,1.0,9.443106658749906e-19,2.886645109625907e-25,3.1984712961888086e-91,4.3447712389452235e-38
"Brandon CDP, Florida",12,8150,4,0,0.0,0.0013869819462785462,0.32207109334354844,0.0,0.676541896226364,7.359259560975046e-19,2.8199733359988442e-08,2.8407573521048587e-10
"Cape Coral city, Florida",12,10275,5,0,0.0,2.8903136857330053e-31,9.868228908272964e-20,0.0,4.845351654473686e-07,0.9999995154648343,1.2179185980012393e-79,3.575027065027657e-16
"Clearwater city, Florida",12,12875,3,5,0.0,6.039232466468848e-17,1.9028007785886354e-13,0.99116532025985,0.008828248499452492,6.4277772121103595e-06,6.06862812310968e-29,3.463294737211166e-09
"Coral Springs city, Florida",12,14400,2,0,0.0,0.12334220352695446,0.861819117590658,0.0,0.014838678882387185,7.322425256705824e-17,4.2304411097232373e-19,1.2068350994287811e-22
"Davie town, Florida",12,16475,3,5,0.0,1.6030678384957342e-16,2.1759515328937472e-11,0.9995855027924065,0.0004144971858336473,4.273297847695818e-22,4.978573950012611e-39,5.523224286913789e-26
"Daytona Beach city, Florida",12,16525,3,2,0.0,3.387993159175933e-23,7.524687667051529e-20,0.9999998782848504,2.889663941887371e-14,5.696094019594065e-16,1.372623269044507e-38,1.2171511938197224e-07
"Deerfield Beach city, Florida",12,16725,3,5,0.0,1.3747512488873469e-22,2.3420220631770375e-19,0.9999962801984092,3.719778772445092e-06,2.2818918973072626e-11,3.418510620586636e-57,2.7013802954831987e-24
"Delray Beach city, Florida",12,17100,3,5,0.0,8.887526183212972e-29,7.19964007899526e-22,0.9999997344188498,2.655811510375227e-07,1.809741031765569e-60,3.9577375025749576e-107,3.918351878138209e-29
"Deltona city, Florida",12,17200,3,0,0.0,2.6532596964894507e-14,1.6916402609822631e-07,0.9999998308359476,1.6204464354564942e-16,5.974501708047858e-46,6.846017053092843e-36,1.6570168587188248e-34
"Doral city, Florida",12,17935,3,6,0.0,4.717872929907669e-19,1.380997984739659e-15,1.0,3.340290268626526e-20,6.55799830827982e-36,2.877747597584346e-52,3.804962659972075e-54
"Fort Lauderdale city, Florida",12,24000,4,5,0.0,1.964638233140453e-27,5.796794034854698e-20,0.0,0.9999999999997353,2.8135291433996536e-48,7.371739285666593e-25,2.652861395472055e-13
"Fort Myers city, Florida",12,24125,5,2,0.0,2.0018603585321482e-25,5.352069266003201e-13,0.0,0.005017803971201189,0.9949128520053906,1.8648867758159906e-12,6.934402100757408e-05
"Hialeah city, Florida",12,30000,2,1,0.0,4.9568979692558156e-23,0.9999999998096882,0.0,3.3282163906203454e-15,2.546339895054828e-21,1.9030896111908733e-10,3.566197537949896e-25
"Hollywood city, Florida",12,32000,4,5,0.0,4.215561763441435e-09,2.5602313883582408e-05,0.0,0.9999743920895228,7.603325233976658e-18,3.9090076015527394e-20,1.3810312329244959e-09
"Homestead city, Florida",12,32275,3,1,0.0,1.6475132463049395e-41,8.227476158539007e-09,0.9999999917725244,1.3327371859831293e-32,2.317154957346419e-36,1.4935607183534506e-18,3.1918067217742922e-27
"Jacksonville city, Florida",12,35000,4,4,0.0,0.00012605479515457002,0.09300175495310424,0.0,0.9023666440775833,2.1829226684149677e-06,1.2309624765909238e-13,0.004503363251366749
"Kendall CDP, Florida",12,36100,3,3,0.0,6.958300573869743e-05,0.0001229803925164517,0.9998074366007912,9.53653346487458e-13,1.0345517156299236e-70,4.223961560234797e-81,3.0251319008571498e-21
"Kissimmee city, Florida",12,36950,3,1,0.0,9.529109690832601e-15,9.425957101997434e-10,0.9999999967569337,1.996406442991854e-09,2.937476934221856e-10,1.0276538578651802e-11,3.034119396548717e-14
"Lakeland city, Florida",12,38250,4,4,0.0,1.8634963541040498e-08,0.0013088041975632527,0.0,0.5458551963566584,4.7345529429946865e-09,1.4463216623759248e-14,0.4528359760762478
"Largo city, Florida",12,39425,3,2,0.0,1.045712578260616e-27,1.5880960209393088e-26,0.9999999998585825,1.4116521959498168e-10,1.740685088445213e-16,1.2112544051013654e-65,2.5247664637800474e-13
"Lauderhill city, Florida",12,39550,3,1,0.0,2.0598796397957716e-23,4.9680809790688175e-11,0.9999999999497629,1.374125389619427e-22,5.1409935968405544e-92,5.561156556553477e-13,1.5477230196122478e-36
"Lehigh Acres CDP, Florida",12,39925,3,1,0.0,4.684527100919841e-64,3.478111827929451e-13,0.9999998922455728,2.104170539543984e-19,1.0775401450165089e-07,6.504694721708876e-14,1.3270216869165658e-29
"Melbourne city, Florida",12,43975,4,4,0.0,8.941580227901764e-08,0.0360454561986534,0.0,0.9613885113281727,0.0025659081134414255,2.4082648616439756e-12,3.49415220562619e-08
"Miami city, Florida",12,45000,4,5,0.0,1.0304926167782078e-07,7.297894523222277e-05,0.0,0.9999269095116563,2.864138060742492e-31,8.493838948796742e-09,1.0956721021622703e-14
"Miami Beach city, Florida",12,45025,4,5,0.0,2.8758981698840223e-89,5.730097702728115e-51,1.3219965901779438e-07,0.9999998678003424,1.6946408803183786e-49,3.7254946815524e-102,6.2798172010096535e-30
"Miami Gardens city, Florida",12,45060,5,1,0.0,6.75534826640909e-09,0.003991687575682035,0.0,2.0274575439631946e-10,0.9960083053174038,1.4882012395119206e-10,1.6876371045505075e-42
"Miramar city, Florida",12,45975,1,0,0.0,0.9999988511376481,1.7265793446725147e-07,0.0,9.762044178732165e-07,2.4658165345783885e-21,2.4506284942994855e-29,3.031373379846129e-43
"North Port city, Florida",12,49675,3,0,0.0,3.544903591280553e-09,2.5296912579463557e-06,0.9999974123132574,7.51389803709516e-18,5.445058107156352e-08,3.829099097639018e-127,3.008874115831536e-31
"Ocala city, Florida",12,50750,3,2,0.0,1.6315420085930287e-40,4.33663038847806e-09,0.999711794762349,4.440395620150298e-09,0.00028819550721367545,1.0235160203137424e-15,9.534101745914013e-10
"Orlando city, Florida",12,53000,4,5,0.0,2.7985473463812193e-07,0.006130011224471655,0.0,0.9938685355931202,2.4250047713518545e-22,6.763329824445507e-10,1.1726513401852079e-06
"Palm Bay city, Florida",12,54000,2,0,0.0,0.0007955306633427883,0.9992042661305048,0.0,2.0320613545780867e-07,1.667354973997919e-14,6.759253161595189e-30,5.703644074974811e-19
"Palm Coast city, Florida",12,54200,3,0,0.0,1.5859338703213096e-12,3.971456294463198e-08,0.9999987741456122,2.048582960489423e-10,1.1859333808676626e-06,1.0190265524974686e-48,1.6869419594518308e-22
"Pembroke Pines city, Florida",12,55775,1,0,0.0,0.9984282760601689,0.001571676428224074,0.0,4.7511606590459344e-08,2.4191874635555613e-28,2.001756207580599e-62,1.1570291311749735e-32
"Plantation city, Florida",12,57425,3,6,0.0,1.5663650982941302e-13,1.965559913600631e-08,0.9999997114361622,2.689080822311557e-07,8.715277433061705e-44,3.251482338030998e-80,1.5054352487303215e-33
"Pompano Beach city, Florida",12,58050,5,2,0.0,6.004690793902427e-76,2.560458234072458e-44,0.0,2.4400728936656e-09,0.9999999975599199,1.0826736782914021e-94,6.922728840320563e-15
"Port Orange city, Florida",12,58575,3,0,0.0,4.218087357684419e-09,2.5474282052051095e-06,0.9999319994612329,1.2279854451573593e-08,6.543661261766673e-05,1.9010407035761756e-59,2.289036864699435e-15
"Port St. Lucie city, Florida",12,58715,2,0,0.0,0.0017655252638507982,0.9982344747352357,0.0,9.151566467349806e-13,8.171248492065068e-22,3.2021674268483894e-104,2.6659638621655336e-30
"Riverview CDP, Florida",12,60950,3,0,0.0,2.7557166314943464e-20,8.393303362347336e-09,0.9999999915695854,1.528465561890571e-11,2.1826856455303055e-11,7.861909336195989e-53,3.483204719687028e-24
"St. Petersburg city, Florida",12,63000,4,5,0.0,3.718977414477477e-12,1.815811427905627e-05,0.0,0.9999145561415123,6.728497344225993e-05,5.031685247941055e-43,7.670477438512522e-10
"Sanford city, Florida",12,63650,3,3,0.0,1.8367088711559857e-08,9.435812712051789e-07,0.9999232602932954,7.577692900784984e-05,2.2274740067769992e-23,6.111233553555455e-41,8.293372226958227e-10
"Spring Hill CDP, Florida",12,68350,2,0,0.0,4.8241079165943936e-08,0.936253470520254,0.0,1.4278252187483599e-06,0.06374505341343618,1.0007273282766056e-58,1.2575671761811655e-14
"Sunrise city, Florida",12,69700,3,0,0.0,9.077346894286065e-06,7.295233032820082e-07,0.9999901929185475,2.112539408256515e-10,1.370685173859262e-15,6.764473893371745e-58,5.100489203302236e-32
"Tallahassee city, Florida",12,70600,5,7,0.0,7.710008651666752e-30,9.571332875123606e-19,0.0,3.2557369914214086e-07,0.9999996744235237,2.7247244950013967e-12,5.195652929224572e-14
"Tamarac city, Florida",12,70675,3,0,0.0,3.689113391773174e-10,1.083333296147386e-10,0.9999999995227551,4.003786562580742e-18,5.1986407906877365e-36,2.4047001175895522e-45,3.7271142971007473e-56
"Tampa city, Florida",12,71000,4,5,0.0,3.982387772418046e-06,0.001044693198904249,0.0,0.9989513152095856,3.287249234207276e-61,5.0174975367103834e-15,9.20373292207911e-09
"Town 'n' Country CDP, Florida",12,72145,3,4,0.0,1.5646456499654474e-07,8.814971005922455e-05,0.9998697176751447,4.1975936684185975e-05,2.121954892822152e-10,6.823955551038095e-18,1.3514585436416587e-12
"West Palm Beach city, Florida",12,76600,4,5,0.0,3.773012681762639e-07,8.852726512316538e-06,0.0,0.9999904804831181,1.3611164134081978e-30,7.084260517512233e-26,2.894891005883369e-07
"Albany city, Georgia",13,1052,5,2,0.0,1.0814603701052313e-61,5.5916654069332504e-24,0.023704878309605677,7.378874269581914e-13,0.9762951216894558,1.9985472865462835e-15,1.9890744519050444e-13
"Athens-Clarke County unified government (balance), Georgia",13,3440,4,5,0.0,1.0229378658559567e-22,1.2274862952371227e-09,0.0,0.9966584167514786,0.0016623969735209134,1.106968916568629e-08,0.0016791739778254787
"Atlanta city, Georgia",13,4000,4,5,0.0,2.7118580097827976e-08,3.171159516156438e-11,0.0,0.9999999728496997,1.9866706605961407e-55,1.4252399477538148e-31,8.592794913854649e-15
"Augusta-Richmond County consolidated government (balance), Georgia",13,4204,7,2,0.0,3.976718564330131e-30,5.032262678832285e-07,0.0,0.0009455278210802755,2.4154792126180033e-14,2.2762135538364886e-08,0.9990539461904921
"Columbus city, Georgia",13,19000,7,2,0.0,9.218012201904696e-16,1.0821213012826283e-06,0.0,0.005843283844846365,4.137299376533075e-12,4.3571755487921857e-07,0.9941551983121596
"Mableton city, Georgia",13,48288,3,3,0.0,1.7332936700274361e-16,1.244720915656375e-09,0.9999999986318935,1.5027198183146293e-12,1.3323251673239184e-29,1.286686925312867e-52,1.2188275311668882e-10
"Macon-Bibb County, Georgia",13,49008,7,2,0.0,1.4615205990342864e-34,6.145846871602814e-15,0.0,3.427371098032048e-05,1.9605033124402304e-15,1.013860851812284e-11,0.9999657262788727
"Sandy Springs city, Georgia",13,68516,3,6,0.0,7.215917262493698e-06,1.2368230788847743e-07,0.9943751907207634,0.005617469679666509,9.411034270978845e-74,4.23608982589135e-41,4.278640904106408e-22
"Savannah city, Georgia",13,69000,5,2,0.0,3.789077193092226e-29,4.729060129625212e-13,0.0,7.832497237844766e-05,0.951335463866582,5.329513516672996e-16,0.04858621116056608
"South Fulton city, Georgia",13,72122,3,3,0.0,1.0753604068325833e-13,7.45114261487237e-08,0.9999999218810686,1.2853866611858964e-09,2.322010597370107e-09,5.534350412033135e-76,1.3941960586157941e-16
"Warner Robins city, Georgia",13,80508,3,4,0.0,1.5422578870699115e-27,3.891277053717854e-06,0.9984280783145201,3.270023002343771e-06,5.739052350627813e-07,7.137559566247208e-06,0.0015570489206223179
"Urban Honolulu CDP, Hawaii",15,71550,4,5,0.0,1.5213751793969258e-08,1.47822344755423e-06,0.0,0.9999984930027783,1.6511873688095955e-30,1.4866559122986788e-21,1.3560022479858348e-08
"Boise City city, Idaho",16,8830,4,5,0.0,0.00043352932756108203,0.0045857938357830004,0.0,0.9949761752178384,3.363471917335146e-09,1.3360277461882777e-08,4.484895067704097e-06
"Caldwell city, Idaho",16,12250,3,0,0.0,2.1162808504296828e-24,2.2378945881930444e-06,0.9999977621029638,2.0609199204194135e-28,1.0095033330330434e-28,2.169248710700447e-62,2.448886805405427e-12
"Idaho Falls city, Idaho",16,39700,3,3,0.0,3.717340625110152e-08,2.5041395462569795e-05,0.9996421398807867,4.646907146339648e-06,3.0560078147405426e-31,2.4164877634587506e-64,0.0003281346431981092
"Meridian city, Idaho",16,52120,3,3,0.0,8.414051103690022e-05,0.00012443487479947047,0.9997914144483112,1.016582503069059e-08,8.602177109790512e-27,1.8574684459591524e-81,2.7324393984578538e-14
"Nampa city, Idaho",16,56260,2,3,0.0,3.931333709813226e-07,0.9998449209052815,0.0,1.618694704061639e-05,4.379959583068715e-52,2.096420481840932e-65,0.00013849901430648532
"Aurora city, Illinois",17,3012,2,3,0.0,8.68137249577279e-06,0.9997561425928937,0.0,5.304326778049322e-06,7.329745060173e-166,2.23957662262912e-71,0.00022987170783238332
"Bloomington city, Illinois",17,6613,3,3,0.0,7.00964264758968e-07,1.6654065171419726e-07,0.9999608108583188,1.3166644583212504e-05,9.557932883751744e-25,3.949628338374544e-42,2.515499218128579e-05
"Bolingbrook village, Illinois",17,7133,3,3,0.0,4.7120190636962396e-14,2.6394193172967826e-07,0.9999997360577944,2.267724749054961e-13,1.9383605543703883e-41,9.684497746617703e-58,4.49722683095363e-21
"Champaign city, Illinois",17,12385,3,5,0.0,8.127383035623401e-45,5.190012627855518e-22,0.999999996250331,1.8780822047054797e-11,2.8929887654348804e-41,4.773479444883633e-12,3.726114961092493e-09
"Chicago city, Illinois",17,14000,4,5,0.0,2.7010821614091846e-05,0.0004983641959382147,0.0,0.9989263610498541,3.697252649047414e-105,2.083758562207833e-11,0.0005482639117551932
"Cicero town, Illinois",17,14351,3,1,0.0,7.244547597020943e-46,6.695229588121197e-05,0.9999330475487186,1.0880520076149632e-36,3.342677515240999e-81,1.5540011276892281e-10,4.4384863241620015e-19
"Decatur city, Illinois",17,18823,5,2,0.0,3.0543236998719697e-97,1.204968279094617e-18,0.04130462435976083,2.081421008056278e-14,0.958695345988471,1.2027727142116497e-16,2.9651746588945136e-08
"Elgin city, Illinois",17,23074,2,0,0.0,3.82980037497602e-06,0.9999961695286429,0.0,6.46195823499654e-10,6.5991686582573805e-111,3.520465741635291e-64,2.4785930974304425e-11
"Joliet city, Illinois",17,38570,2,0,0.0,4.963767702124732e-07,0.9999995036232281,0.0,1.988020508472433e-19,2.3693620588720406e-58,2.2099475008101533e-57,4.981076015903399e-26
"Naperville city, Illinois",17,51622,1,6,0.0,0.9999999998436255,4.5256079774554403e-13,0.0,1.5592182321235372e-10,0.0,8.94551360979119e-100,4.99093596366951e-87
"Peoria city, Illinois",17,59000,7,4,0.0,4.425004251559554e-33,3.942522380219109e-07,0.0,0.0025031673757262107,0.0005846835924750881,8.950721835483409e-09,0.9969117458288395
"Rockford city, Illinois",17,65000,7,7,0.0,2.6594876969778644e-30,4.631592928798703e-05,0.0,0.008918094494725689,8.281669228797451e-26,0.023994466509281782,0.9670411230667043
"Schaumburg village, Illinois",17,68003,3,3,0.0,0.0003970865615636383,0.00014454288152727958,0.9994566305276775,1.7400289781445387e-06,5.848558903036391e-76,9.216427972087552e-79,2.532242733617751e-13
"Skokie village, Illinois",17,70122,3,0,0.0,1.1599931473001873e-18,1.9768864553959936e-12,0.9999999999979714,5.6848395761568625e-21,4.5747234056761346e-21,5.166503860562966e-14,4.065374416139103e-23
"Springfield city, Illinois",17,72000,4,5,0.0,7.797736717198161e-08,0.0006323630248948127,0.0,0.9940568395565742,1.557268434572541e-16,3.161123383730606e-08,0.0053106878299293515
"Waukegan city, Illinois",17,79293,3,1,0.0,8.647640551635086e-30,0.0028357149920230445,0.9971642842694373,6.979896068522476e-15,4.96864956569224e-110,8.104318716174083e-14,7.384513681413973e-10
"Bloomington city, Indiana",18,5860,3,2,0.0,2.1481320225051545e-37,1.152163884416979e-12,0.9920708613719883,6.480509984884031e-10,0.007929136592893923,4.227924666653121e-43,1.3859143165575252e-09
"Carmel city, Indiana",18,10342,1,6,0.0,0.600407897266742,6.7880818405381525e-12,0.3995921026732778,5.319149914153865e-11,4.46059396465096e-232,8.622890411063112e-104,2.974239310898008e-81
"Evansville city, Indiana",18,22000,7,4,0.0,5.463908582004689e-16,0.0025587188571493096,0.0,0.21389185274648298,0.020121284392134994,1.1665495673403127e-07,0.7634280273492753
"Fort Wayne city, Indiana",18,25000,7,4,0.0,4.781563615541399e-10,0.003729499292705186,0.0,0.003811521915007125,9.41373304948996e-08,1.0575539870572979e-17,0.9924588841768007
"Greenwood city, Indiana",18,29898,3,3,0.0,8.613323559679946e-08,0.00016037691054200618,0.9998274235359277,1.0649680624357753e-06,9.546951615320358e-25,5.383115968733005e-53,1.1048452232204221e-05
"Hammond city, Indiana",18,31000,7,4,0.0,3.6760940226540916e-14,0.016862369324165544,0.0,3.939827312939508e-09,5.134429981962458e-27,2.1121097494391765e-32,0.9831376267359712
"Indianapolis city (balance), Indiana",18,36003,7,4,0.0,7.135481014281591e-20,0.00010283123003715906,0.0,0.00033251757632456495,1.3553674062447319e-06,5.3925347122377866e-11,0.9995632957723066
"Lafayette city, Indiana",18,40788,3,4,0.0,3.679259587121753e-52,1.5566047319212747e-11,0.9995185162883972,8.68253057469901e-06,5.055936658442718e-13,1.0735530732908178e-09,0.0004728000914036541
"Muncie city, Indiana",18,51876,3,2,0.0,4.1928037884591936e-57,5.648660056727254e-24,0.9985734550915696,2.0366066853594268e-13,1.4261913567625399e-09,2.935340430018744e-09,0.001426540546694358
"South Bend city, Indiana",18,71000,7,2,0.0,8.105725334635628e-32,1.8168143885402044e-08,0.0,7.872387203905119e-06,5.786535909893145e-05,8.162140732735328e-27,0.9999342440855535
"Cedar Rapids city, Iowa",19,12000,7,4,0.0,9.397667001268108e-06,0.00795681733110522,0.0,0.0049605379953672,1.8329113565984503e-06,1.1198795235811328e-23,0.9870714140951701
"Davenport city, Iowa",19,19000,7,4,0.0,1.2104476516949455e-13,0.0066049677148365534,0.0,0.037182500656797624,0.00040569349970574986,5.74753489402686e-06,0.9558010905936454
"Des Moines city, Iowa",19,21000,7,4,0.0,1.7219428263316917e-19,0.0014246582228545134,0.0,9.36024721465168e-05,7.161380184164932e-15,6.117254835889481e-31,0.9984817393049926
"Iowa City city, Iowa",19,38595,5,5,0.0,3.6730705064515793e-47,4.3209495326555925e-31,0.0005020271887669403,3.5514971396724953e-12,0.9994979728076804,2.7971953233964777e-38,3.0131308624855796e-16
"Sioux City city, Iowa",19,73335,3,4,0.0,5.260876412421347e-26,2.5315075223453315e-05,0.9999746664490284,6.355569411017223e-15,1.782594419874608e-17,1.5530147521228297e-15,1.8475740002097465e-08
"Waterloo city, Iowa",19,82425,3,4,0.0,1.7616731118580445e-26,5.338415327596615e-06,0.9999339335310964,1.1170258130014384e-10,4.4226575137193697e-26,3.4435069549331534e-07,6.038359117834937e-05
"Kansas City city, Kansas",20,36000,2,4,0.0,7.599946417658254e-16,0.997503590810126,0.0,8.372265696022255e-12,1.3813462796485268e-46,2.456667341914683e-37,0.002496409181500738
"Lawrence city, Kansas",20,38900,3,5,0.0,4.165539882591961e-15,1.0175510566337306e-13,0.9998156318828227,0.00010109573328770744,8.327238362828392e-05,3.0171749758967206e-44,1.544407790876323e-13
"Olathe city, Kansas",20,52575,3,3,0.0,1.9273209272032005e-07,3.343720876295789e-09,0.9999998039197534,4.4326968498048586e-12,4.8249278565842294e-141,3.6606222374981e-132,1.1101056763569099e-26
"Overland Park city, Kansas",20,53775,1,3,0.0,0.7769476108938678,5.368919502963206e-06,0.0,0.22304702018662445,3.003209207306711e-41,2.3764651068666574e-36,3.9677619077250175e-15
"Topeka city, Kansas",20,71000,7,4,0.0,4.326179191536037e-20,6.172979651257281e-05,0.0,0.010511536534012423,6.398859775800145e-10,2.358183667128796e-15,0.9894267330295868
"Wichita city, Kansas",20,79000,7,4,0.0,2.5760755617077948e-11,0.0030304164484915037,0.0,0.0005996805723668164,4.42843296641955e-28,2.3352570521168553e-18,0.9963699029533811
"Bowling Green city, Kentucky",21,8902,3,4,0.0,1.181201861159047e-30,1.831855576483921e-08,0.999999641995328,1.9649781995681514e-07,1.882596419691394e-29,4.625535879608817e-12,1.4318367077062516e-07
"Lexington-Fayette urban county, Kentucky",21,46027,4,5,0.0,0.0013659074797170044,0.00188342086945579,0.0,0.9909319367339191,1.7195708881237046e-05,1.4958661566671241e-18,0.005801539208026641
"Louisville/Jefferson County metro government (balance), Kentucky",21,48006,7,4,0.0,8.659478572817932e-10,0.00046803823822220004,0.0,0.004556448945308952,1.4797910099648083e-25,1.249924470270643e-10,0.9949755118255288
"Baton Rouge city, Louisiana",22,5000,7,2,0.0,6.909003258771621e-40,1.1377095270454275e-19,0.0,1.0181937837589353e-08,0.00021121753032722865,6.755969215587814e-16,0.9997887722877348
"Lafayette city, Louisiana",22,40735,7,2,0.0,9.55602552957112e-24,2.124454301607549e-07,0.0,0.0031910833704466854,2.021347737058806e-21,0.003313460944646166,0.9934952432394777
